,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
120,0.577,0.676,8,-11.931,1,0.0295,0.000895,2.29e-06,0.0625,0.676,95.98,audio_features,2ZS0wDcdfrJPC86u5aJGo9,spotify:track:2ZS0wDcdfrJPC86u5aJGo9,https://api.spotify.com/v1/tracks/2ZS0wDcdfrJPC86u5aJGo9,https://api.spotify.com/v1/audio-analysis/2ZS0wDcdfrJPC86u5aJGo9,245267,4
121,0.276,0.986,9,-10.221,0,0.122,0.000633,0.00439,0.349,0.0621,153.64,audio_features,3PtoySboyS2gTmvFPy6iDi,spotify:track:3PtoySboyS2gTmvFPy6iDi,https://api.spotify.com/v1/tracks/3PtoySboyS2gTmvFPy6iDi,https://api.spotify.com/v1/audio-analysis/3PtoySboyS2gTmvFPy6iDi,229960,4
122,0.213,0.686,0,-15.09,1,0.0661,7.45e-06,0.0701,0.0972,0.304,102.582,audio_features,5xXeIlEiWIA8xnPa8BkJyj,spotify:track:5xXeIlEiWIA8xnPa8BkJyj,https://api.spotify.com/v1/tracks/5xXeIlEiWIA8xnPa8BkJyj,https://api.spotify.com/v1/audio-analysis/5xXeIlEiWIA8xnPa8BkJyj,246067,4
123,0.626,0.721,9,-6.35,0,0.0305,0.0014,0.00575,0.203,0.493,116.414,audio_features,3uZFSiCurXd9Jm3OIfxmAb,spotify:track:3uZFSiCurXd9Jm3OIfxmAb,https://api.spotify.com/v1/tracks/3uZFSiCurXd9Jm3OIfxmAb,https://api.spotify.com/v1/audio-analysis/3uZFSiCurXd9Jm3OIfxmAb,237440,4
124,0.581,0.572,9,-10.976,1,0.0299,0.0125,0.00123,0.0299,0.881,125.278,audio_features,7dp39ThK3DGKVneJERWhHe,spotify:track:7dp39ThK3DGKVneJERWhHe,https://api.spotify.com/v1/tracks/7dp39ThK3DGKVneJERWhHe,https://api.spotify.com/v1/audio-analysis/7dp39ThK3DGKVneJERWhHe,199040,4
0,0.489,0.987,11,-4.57,0,0.0806,7.62e-05,0.0,0.788,0.297,139.982,audio_features,1r3PWB1ZzxrPsIj2DNoa10,spotify:track:1r3PWB1ZzxrPsIj2DNoa10,https://api.spotify.com/v1/tracks/1r3PWB1ZzxrPsIj2DNoa10,https://api.spotify.com/v1/audio-analysis/1r3PWB1ZzxrPsIj2DNoa10,256742,4
1,0.39,0.942,0,-7.743,1,0.0806,7.71e-06,0.102,0.14,0.17,90.216,audio_features,1AtE4xrxLR7nSPWSk1VGqM,spotify:track:1AtE4xrxLR7nSPWSk1VGqM,https://api.spotify.com/v1/tracks/1AtE4xrxLR7nSPWSk1VGqM,https://api.spotify.com/v1/audio-analysis/1AtE4xrxLR7nSPWSk1VGqM,243080,4
2,0.418,0.929,7,-4.122,1,0.0539,0.000131,0.00134,0.245,0.546,170.037,audio_features,69uGltZ3kbIqYmPDHp1p2E,spotify:track:69uGltZ3kbIqYmPDHp1p2E,https://api.spotify.com/v1/tracks/69uGltZ3kbIqYmPDHp1p2E,https://api.spotify.com/v1/audio-analysis/69uGltZ3kbIqYmPDHp1p2E,238018,4
3,0.445,0.914,4,-5.001,0,0.0494,0.000152,0.0,0.549,0.587,135.032,audio_features,0iqJIE15UsLphh2BdZ3aoh,spotify:track:0iqJIE15UsLphh2BdZ3aoh,https://api.spotify.com/v1/tracks/0iqJIE15UsLphh2BdZ3aoh,https://api.spotify.com/v1/audio-analysis/0iqJIE15UsLphh2BdZ3aoh,188112,4
4,0.511,0.992,1,-3.372,1,0.133,0.000186,0.00104,0.39,0.327,124.941,audio_features,74Ijstyp0EXcdEZzyLOJy6,spotify:track:74Ijstyp0EXcdEZzyLOJy6,https://api.spotify.com/v1/tracks/74Ijstyp0EXcdEZzyLOJy6,https://api.spotify.com/v1/audio-analysis/74Ijstyp0EXcdEZzyLOJy6,246405,4
5,0.368,0.989,5,-4.764,0,0.112,4e-06,0.391,0.976,0.0755,110.241,audio_features,4AbEyowmGAEGnLUZ9YCphR,spotify:track:4AbEyowmGAEGnLUZ9YCphR,https://api.spotify.com/v1/tracks/4AbEyowmGAEGnLUZ9YCphR,https://api.spotify.com/v1/audio-analysis/4AbEyowmGAEGnLUZ9YCphR,218406,4
6,0.499,0.961,10,-7.15,0,0.0537,0.000231,3.71e-06,0.259,0.541,106.034,audio_features,5zlUrvdz6o5tIC2bBg31iZ,spotify:track:5zlUrvdz6o5tIC2bBg31iZ,https://api.spotify.com/v1/tracks/5zlUrvdz6o5tIC2bBg31iZ,https://api.spotify.com/v1/audio-analysis/5zlUrvdz6o5tIC2bBg31iZ,224667,4
7,0.35,0.941,1,-7.225,1,0.0854,3.75e-05,0.195,0.216,0.29,85.205,audio_features,1mnIf0uQCOesEO4484G0iR,spotify:track:1mnIf0uQCOesEO4484G0iR,https://api.spotify.com/v1/tracks/1mnIf0uQCOesEO4484G0iR,https://api.spotify.com/v1/audio-analysis/1mnIf0uQCOesEO4484G0iR,220427,4
8,0.3,0.932,7,-7.188,1,0.0678,0.000126,0.00481,0.273,0.276,104.922,audio_features,6D1i1hoMyjs843XbMhNq8J,spotify:track:6D1i1hoMyjs843XbMhNq8J,https://api.spotify.com/v1/tracks/6D1i1hoMyjs843XbMhNq8J,https://api.spotify.com/v1/audio-analysis/6D1i1hoMyjs843XbMhNq8J,283339,3
