,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
216,0.406,0.746,10,-7.838,1,0.0524,0.403,0.0816,0.305,0.59,93.056,audio_features,4ZAcQgIlpV5z7k7evEF0MJ,spotify:track:4ZAcQgIlpV5z7k7evEF0MJ,https://api.spotify.com/v1/tracks/4ZAcQgIlpV5z7k7evEF0MJ,https://api.spotify.com/v1/audio-analysis/4ZAcQgIlpV5z7k7evEF0MJ,441427,4
217,0.417,0.42,0,-13.046,0,0.06,0.186,0.00111,0.185,0.517,147.143,audio_features,1ZXu0ib26kWfQQngREMcU2,spotify:track:1ZXu0ib26kWfQQngREMcU2,https://api.spotify.com/v1/tracks/1ZXu0ib26kWfQQngREMcU2,https://api.spotify.com/v1/audio-analysis/1ZXu0ib26kWfQQngREMcU2,287844,4
218,0.555,0.0356,7,-20.862,0,0.0425,0.941,0.137,0.0816,0.194,111.337,audio_features,0sRAziWSeUedBSKjapsy9F,spotify:track:0sRAziWSeUedBSKjapsy9F,https://api.spotify.com/v1/tracks/0sRAziWSeUedBSKjapsy9F,https://api.spotify.com/v1/audio-analysis/0sRAziWSeUedBSKjapsy9F,297876,4
219,0.631,0.197,0,-15.774,0,0.0489,0.886,0.000587,0.332,0.67,87.544,audio_features,5TGGsgsY7WS5Q1w8N581wD,spotify:track:5TGGsgsY7WS5Q1w8N581wD,https://api.spotify.com/v1/tracks/5TGGsgsY7WS5Q1w8N581wD,https://api.spotify.com/v1/audio-analysis/5TGGsgsY7WS5Q1w8N581wD,185307,4
220,0.588,0.4,7,-11.914,0,0.036,0.851,0.352,0.11,0.468,113.615,audio_features,36MLLjFug6TJYNODUVR7av,spotify:track:36MLLjFug6TJYNODUVR7av,https://api.spotify.com/v1/tracks/36MLLjFug6TJYNODUVR7av,https://api.spotify.com/v1/audio-analysis/36MLLjFug6TJYNODUVR7av,403640,4
221,0.443,0.0711,1,-20.146,1,0.0486,0.989,0.894,0.101,0.596,175.02,audio_features,0ADAFZE0bYIuaIyPNFl3LE,spotify:track:0ADAFZE0bYIuaIyPNFl3LE,https://api.spotify.com/v1/tracks/0ADAFZE0bYIuaIyPNFl3LE,https://api.spotify.com/v1/audio-analysis/0ADAFZE0bYIuaIyPNFl3LE,172293,4
222,0.431,0.511,0,-8.052,0,0.0554,0.75,6.22e-05,0.332,0.664,174.922,audio_features,7f4svguucdFTOv6gOjOvhO,spotify:track:7f4svguucdFTOv6gOjOvhO,https://api.spotify.com/v1/tracks/7f4svguucdFTOv6gOjOvhO,https://api.spotify.com/v1/audio-analysis/7f4svguucdFTOv6gOjOvhO,733067,4
223,0.463,0.654,8,-9.72,1,0.0659,0.824,0.917,0.372,0.592,175.204,audio_features,54h1RKrrFJDsNOfhwmqu9o,spotify:track:54h1RKrrFJDsNOfhwmqu9o,https://api.spotify.com/v1/tracks/54h1RKrrFJDsNOfhwmqu9o,https://api.spotify.com/v1/audio-analysis/54h1RKrrFJDsNOfhwmqu9o,209573,4
224,0.515,0.583,0,-8.182,0,0.0284,0.749,0.000294,0.123,0.414,116.11,audio_features,0sCeNwt8xRCMR4NhKpMyBe,spotify:track:0sCeNwt8xRCMR4NhKpMyBe,https://api.spotify.com/v1/tracks/0sCeNwt8xRCMR4NhKpMyBe,https://api.spotify.com/v1/audio-analysis/0sCeNwt8xRCMR4NhKpMyBe,333947,4
225,0.583,0.461,5,-9.58,0,0.0482,0.668,0.17,0.162,0.516,131.878,audio_features,7Kwi4xmgY4qQwOhBe0zsbh,spotify:track:7Kwi4xmgY4qQwOhBe0zsbh,https://api.spotify.com/v1/tracks/7Kwi4xmgY4qQwOhBe0zsbh,https://api.spotify.com/v1/audio-analysis/7Kwi4xmgY4qQwOhBe0zsbh,545347,4
226,0.524,0.299,7,-13.617,1,0.0337,0.621,0.102,0.0706,0.316,91.968,audio_features,2eUzG1r6YcEXQeiiFWyaaV,spotify:track:2eUzG1r6YcEXQeiiFWyaaV,https://api.spotify.com/v1/tracks/2eUzG1r6YcEXQeiiFWyaaV,https://api.spotify.com/v1/audio-analysis/2eUzG1r6YcEXQeiiFWyaaV,362867,4
227,0.38,0.164,7,-14.69,0,0.0452,0.985,0.955,0.125,0.0871,79.03,audio_features,0IxLWzmafWC5VTnpnvykJq,spotify:track:0IxLWzmafWC5VTnpnvykJq,https://api.spotify.com/v1/tracks/0IxLWzmafWC5VTnpnvykJq,https://api.spotify.com/v1/audio-analysis/0IxLWzmafWC5VTnpnvykJq,202640,4
228,0.454,0.26,8,-13.193,0,0.0401,0.539,0.00078,0.0675,0.598,174.322,audio_features,1YQWosTIljIvxAgHWTp7KP,spotify:track:1YQWosTIljIvxAgHWTp7KP,https://api.spotify.com/v1/tracks/1YQWosTIljIvxAgHWTp7KP,https://api.spotify.com/v1/audio-analysis/1YQWosTIljIvxAgHWTp7KP,324133,5
229,0.587,0.673,10,-7.858,1,0.0509,0.744,0.00618,0.0721,0.788,123.407,audio_features,5f0n6K8hW2RIVXuZjxO0bu,spotify:track:5f0n6K8hW2RIVXuZjxO0bu,https://api.spotify.com/v1/tracks/5f0n6K8hW2RIVXuZjxO0bu,https://api.spotify.com/v1/audio-analysis/5f0n6K8hW2RIVXuZjxO0bu,385867,4
230,0.493,0.0421,2,-18.071,1,0.0347,0.913,0.173,0.0777,0.172,102.074,audio_features,7DUGRxCf9NFJffb5Eei8Ar,spotify:track:7DUGRxCf9NFJffb5Eei8Ar,https://api.spotify.com/v1/tracks/7DUGRxCf9NFJffb5Eei8Ar,https://api.spotify.com/v1/audio-analysis/7DUGRxCf9NFJffb5Eei8Ar,447560,4
231,0.453,0.367,2,-16.245,0,0.0343,0.0708,0.00183,0.1,0.127,140.832,audio_features,489alJQIWUauqzKTMuXRjm,spotify:track:489alJQIWUauqzKTMuXRjm,https://api.spotify.com/v1/tracks/489alJQIWUauqzKTMuXRjm,https://api.spotify.com/v1/audio-analysis/489alJQIWUauqzKTMuXRjm,179293,3
232,0.559,0.481,11,-18.153,0,0.0433,0.673,0.86,0.215,0.494,99.797,audio_features,0FKnknau5UBXgN2Q6vVHgC,spotify:track:0FKnknau5UBXgN2Q6vVHgC,https://api.spotify.com/v1/tracks/0FKnknau5UBXgN2Q6vVHgC,https://api.spotify.com/v1/audio-analysis/0FKnknau5UBXgN2Q6vVHgC,232378,4
