,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
15,0.468,0.544,3,-6.755,0,0.0413,0.554,0.0,0.0864,0.296,72.957,audio_features,46Q0bzrsZyD2dzZCuLq5R2,spotify:track:46Q0bzrsZyD2dzZCuLq5R2,https://api.spotify.com/v1/tracks/46Q0bzrsZyD2dzZCuLq5R2,https://api.spotify.com/v1/audio-analysis/46Q0bzrsZyD2dzZCuLq5R2,272560,4
16,0.779,0.808,1,-4.287,1,0.292,0.0845,4.86e-06,0.0656,0.52,140.241,audio_features,53NXe3kkRKLOHetbquwSxt,spotify:track:53NXe3kkRKLOHetbquwSxt,https://api.spotify.com/v1/tracks/53NXe3kkRKLOHetbquwSxt,https://api.spotify.com/v1/audio-analysis/53NXe3kkRKLOHetbquwSxt,190616,4
17,0.44,0.317,8,-9.258,1,0.0531,0.891,4.78e-06,0.141,0.268,169.914,audio_features,6xGruZOHLs39ZbVccQTuPZ,spotify:track:6xGruZOHLs39ZbVccQTuPZ,https://api.spotify.com/v1/tracks/6xGruZOHLs39ZbVccQTuPZ,https://api.spotify.com/v1/audio-analysis/6xGruZOHLs39ZbVccQTuPZ,233456,3
18,0.566,0.332,10,-11.366,1,0.0658,0.769,0.0,0.0806,0.322,88.957,audio_features,3g4p8OgtpxHpEHzEjnRo6J,spotify:track:3g4p8OgtpxHpEHzEjnRo6J,https://api.spotify.com/v1/tracks/3g4p8OgtpxHpEHzEjnRo6J,https://api.spotify.com/v1/audio-analysis/3g4p8OgtpxHpEHzEjnRo6J,175911,4
19,0.629,0.547,10,-13.123,0,0.055,0.72,0.00314,0.0604,0.197,108.375,audio_features,75FEaRjZTKLhTrFGsfMUXR,spotify:track:75FEaRjZTKLhTrFGsfMUXR,https://api.spotify.com/v1/tracks/75FEaRjZTKLhTrFGsfMUXR,https://api.spotify.com/v1/audio-analysis/75FEaRjZTKLhTrFGsfMUXR,298933,4
20,0.769,0.503,2,-10.117,0,0.348,0.647,0.000315,0.115,0.371,140.094,audio_features,2FntmtxOqyNgZkxaZchEn0,spotify:track:2FntmtxOqyNgZkxaZchEn0,https://api.spotify.com/v1/tracks/2FntmtxOqyNgZkxaZchEn0,https://api.spotify.com/v1/audio-analysis/2FntmtxOqyNgZkxaZchEn0,210893,4
21,0.84,0.71,11,-9.432,0,0.203,0.501,0.0,0.333,0.759,119.846,audio_features,0KnywDnEmEjN6Ul2bOng5v,spotify:track:0KnywDnEmEjN6Ul2bOng5v,https://api.spotify.com/v1/tracks/0KnywDnEmEjN6Ul2bOng5v,https://api.spotify.com/v1/audio-analysis/0KnywDnEmEjN6Ul2bOng5v,88007,4
22,0.773,0.521,6,-9.37,0,0.131,0.752,0.000313,0.0923,0.537,101.034,audio_features,5SSh0fKEEkyaBGOhQG47AE,spotify:track:5SSh0fKEEkyaBGOhQG47AE,https://api.spotify.com/v1/tracks/5SSh0fKEEkyaBGOhQG47AE,https://api.spotify.com/v1/audio-analysis/5SSh0fKEEkyaBGOhQG47AE,206714,4
23,0.763,0.863,10,-4.395,1,0.0451,0.651,0.0,0.0815,0.9,123.911,audio_features,3LXPZvEHf0vhgFKs4giHSS,spotify:track:3LXPZvEHf0vhgFKs4giHSS,https://api.spotify.com/v1/tracks/3LXPZvEHf0vhgFKs4giHSS,https://api.spotify.com/v1/audio-analysis/3LXPZvEHf0vhgFKs4giHSS,211452,4
24,0.798,0.867,10,-4.653,0,0.0532,0.153,1e-05,0.0643,0.784,107.97,audio_features,53BjuhvFCmv5T0VRhKuNrb,spotify:track:53BjuhvFCmv5T0VRhKuNrb,https://api.spotify.com/v1/tracks/53BjuhvFCmv5T0VRhKuNrb,https://api.spotify.com/v1/audio-analysis/53BjuhvFCmv5T0VRhKuNrb,188357,4
25,0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,audio_features,4Dvkj6JhhA12EX05fT7y2e,spotify:track:4Dvkj6JhhA12EX05fT7y2e,https://api.spotify.com/v1/tracks/4Dvkj6JhhA12EX05fT7y2e,https://api.spotify.com/v1/audio-analysis/4Dvkj6JhhA12EX05fT7y2e,167303,4
