,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,uri,duration_ms,time_signature,label
110,0.24,0.958,11,-10.151,0,0.1,2.73e-05,0.0354,0.769,0.0718,161.887,25qe3Wf24HVQBBiQeb9Cdf,spotify:track:25qe3Wf24HVQBBiQeb9Cdf,282560,4,metal
111,0.329,0.676,9,-9.036,0,0.0324,0.0366,0.0,0.18,0.529,78.217,7iEVmnzJr1V7duYKPWplzp,spotify:track:7iEVmnzJr1V7duYKPWplzp,273733,4,metal
112,0.498,0.858,8,-9.48,1,0.0564,0.0299,0.0,0.106,0.437,151.698,25kORdST1xzG4WXOnzJCKV,spotify:track:25kORdST1xzG4WXOnzJCKV,215307,4,metal
113,0.258,0.929,4,-9.571,0,0.0688,0.00972,0.414,0.34,0.494,138.346,0XazvXRtIb75Ljr6OjQGmX,spotify:track:0XazvXRtIb75Ljr6OjQGmX,312760,4,metal
114,0.49,0.789,4,-12.775,1,0.0522,0.011,0.000778,0.325,0.495,146.983,6RsNd0M7jqbjIhj4qIbwip,spotify:track:6RsNd0M7jqbjIhj4qIbwip,238400,4,metal
115,0.329,0.941,9,-7.687,1,0.084,0.00376,0.00525,0.0791,0.77,171.632,21CvmkU9C4GXrl1KZBl0FF,spotify:track:21CvmkU9C4GXrl1KZBl0FF,251320,4,metal
116,0.298,0.612,3,-9.002,0,0.0379,0.0194,9.67e-05,0.0906,0.343,156.727,1j06ieEC2BOCM0fTmYhn2l,spotify:track:1j06ieEC2BOCM0fTmYhn2l,262200,4,metal
117,0.295,0.974,2,-4.098,0,0.0844,1.84e-05,0.728,0.175,0.201,150.259,4hfpMRkHOW3xGt8zE8ogFk,spotify:track:4hfpMRkHOW3xGt8zE8ogFk,387733,4,metal
118,0.262,0.988,4,-4.939,0,0.117,1.63e-05,0.733,0.21,0.259,113.663,3lMVtX2zN22nm30jGVoOpT,spotify:track:3lMVtX2zN22nm30jGVoOpT,365320,4,metal
119,0.486,0.75,7,-8.171,1,0.0417,0.00375,0.00286,0.201,0.329,110.816,07f9Uh1cWqH8ggfcEYeC1l,spotify:track:07f9Uh1cWqH8ggfcEYeC1l,188920,4,metal
120,0.577,0.676,8,-11.931,1,0.0295,0.000895,2.29e-06,0.0625,0.676,95.98,2ZS0wDcdfrJPC86u5aJGo9,spotify:track:2ZS0wDcdfrJPC86u5aJGo9,245267,4,metal
121,0.276,0.986,9,-10.221,0,0.122,0.000633,0.00439,0.349,0.0621,153.64,3PtoySboyS2gTmvFPy6iDi,spotify:track:3PtoySboyS2gTmvFPy6iDi,229960,4,metal
122,0.213,0.686,0,-15.09,1,0.0661,7.45e-06,0.0701,0.0972,0.304,102.582,5xXeIlEiWIA8xnPa8BkJyj,spotify:track:5xXeIlEiWIA8xnPa8BkJyj,246067,4,metal
123,0.626,0.721,9,-6.35,0,0.0305,0.0014,0.00575,0.203,0.493,116.414,3uZFSiCurXd9Jm3OIfxmAb,spotify:track:3uZFSiCurXd9Jm3OIfxmAb,237440,4,metal
124,0.581,0.572,9,-10.976,1,0.0299,0.0125,0.00123,0.0299,0.881,125.278,7dp39ThK3DGKVneJERWhHe,spotify:track:7dp39ThK3DGKVneJERWhHe,199040,4,metal
0,0.489,0.987,11,-4.57,0,0.0806,7.62e-05,0.0,0.788,0.297,139.982,1r3PWB1ZzxrPsIj2DNoa10,spotify:track:1r3PWB1ZzxrPsIj2DNoa10,256742,4,metal
1,0.39,0.942,0,-7.743,1,0.0806,7.71e-06,0.102,0.14,0.17,90.216,1AtE4xrxLR7nSPWSk1VGqM,spotify:track:1AtE4xrxLR7nSPWSk1VGqM,243080,4,metal
2,0.418,0.929,7,-4.122,1,0.0539,0.000131,0.00134,0.245,0.546,170.037,69uGltZ3kbIqYmPDHp1p2E,spotify:track:69uGltZ3kbIqYmPDHp1p2E,238018,4,metal
3,0.445,0.914,4,-5.001,0,0.0494,0.000152,0.0,0.549,0.587,135.032,0iqJIE15UsLphh2BdZ3aoh,spotify:track:0iqJIE15UsLphh2BdZ3aoh,188112,4,metal
4,0.511,0.992,1,-3.372,1,0.133,0.000186,0.00104,0.39,0.327,124.941,74Ijstyp0EXcdEZzyLOJy6,spotify:track:74Ijstyp0EXcdEZzyLOJy6,246405,4,metal
5,0.368,0.989,5,-4.764,0,0.112,4e-06,0.391,0.976,0.0755,110.241,4AbEyowmGAEGnLUZ9YCphR,spotify:track:4AbEyowmGAEGnLUZ9YCphR,218406,4,metal
6,0.499,0.961,10,-7.15,0,0.0537,0.000231,3.71e-06,0.259,0.541,106.034,5zlUrvdz6o5tIC2bBg31iZ,spotify:track:5zlUrvdz6o5tIC2bBg31iZ,224667,4,metal
7,0.35,0.941,1,-7.225,1,0.0854,3.75e-05,0.195,0.216,0.29,85.205,1mnIf0uQCOesEO4484G0iR,spotify:track:1mnIf0uQCOesEO4484G0iR,220427,4,metal
8,0.3,0.932,7,-7.188,1,0.0678,0.000126,0.00481,0.273,0.276,104.922,6D1i1hoMyjs843XbMhNq8J,spotify:track:6D1i1hoMyjs843XbMhNq8J,283339,3,metal
9,0.459,0.845,11,-5.581,0,0.0287,6.72e-06,0.489,0.498,0.572,88.002,3mWpUooYBCQzcNaWTuVSGm,spotify:track:3mWpUooYBCQzcNaWTuVSGm,246480,4,metal
10,0.54,0.922,9,-8.346,0,0.0465,0.0271,1.31e-05,0.193,0.564,96.032,2c03eSv5IkwbDty49pKg1L,spotify:track:2c03eSv5IkwbDty49pKg1L,218000,4,metal
11,0.304,0.987,7,-2.578,1,0.193,6.13e-05,0.000162,0.371,0.153,149.992,4DzJ41A6qR14hHtS1djvdX,spotify:track:4DzJ41A6qR14hHtS1djvdX,263948,4,metal
12,0.401,0.979,4,-1.928,0,0.0822,0.00056,0.0,0.153,0.245,139.03,62eNYg3cHHfr1ThVxe2vaM,spotify:track:62eNYg3cHHfr1ThVxe2vaM,300699,4,metal
13,0.433,0.92,4,-4.738,0,0.0409,0.000576,5.5e-05,0.123,0.476,92.466,2L42uB1e5wuanTTPEWVe64,spotify:track:2L42uB1e5wuanTTPEWVe64,243755,4,metal
14,0.477,0.934,4,-8.199,0,0.0554,0.000392,0.254,0.343,0.328,139.947,4fY2JR0REUiykvzRw61sk9,spotify:track:4fY2JR0REUiykvzRw61sk9,277893,4,metal
15,0.375,0.925,4,-7.462,0,0.112,4.41e-05,7.02e-06,0.0863,0.307,170.11,0cTHs20lsSAahzUnlG05Lg,spotify:track:0cTHs20lsSAahzUnlG05Lg,215758,4,metal
16,0.445,0.942,7,-6.558,1,0.0592,1.74e-06,0.0439,0.313,0.384,120.037,6grZ25M9c5o8T75z0tY0xq,spotify:track:6grZ25M9c5o8T75z0tY0xq,253325,4,metal
17,0.462,0.935,6,-5.215,0,0.0417,1.44e-05,0.0415,0.111,0.721,139.961,1kKzLv3w7I5NXzEtWkSzi4,spotify:track:1kKzLv3w7I5NXzEtWkSzi4,214134,4,metal
18,0.363,0.94,6,-5.773,0,0.1,0.000131,0.365,0.116,0.277,191.998,0MGLlKw16k1qGlpb69xDZ1,spotify:track:0MGLlKw16k1qGlpb69xDZ1,194587,4,metal
19,0.185,0.983,1,-7.301,1,0.235,1.66e-05,0.191,0.197,0.102,178.864,3jpGc7gcoTyQsrlfQ332Ql,spotify:track:3jpGc7gcoTyQsrlfQ332Ql,231773,4,metal
20,0.419,0.945,4,-5.56,1,0.058,0.0013,9.53e-05,0.197,0.394,173.962,3sXsIBIFutSSMc2V4WCknY,spotify:track:3sXsIBIFutSSMc2V4WCknY,231000,4,metal
21,0.433,0.935,6,-6.704,0,0.0577,8.2e-06,2.32e-05,0.146,0.436,163.057,4ngbdRQfneBbVGU4V7jjDg,spotify:track:4ngbdRQfneBbVGU4V7jjDg,266339,4,metal
22,0.545,0.92,11,-4.232,1,0.0306,0.000446,0.0669,0.375,0.332,129.032,7tcBbo9I71WtmLAuzha5mN,spotify:track:7tcBbo9I71WtmLAuzha5mN,298893,4,metal
23,0.425,0.958,4,-5.785,0,0.0515,0.000254,0.00107,0.0394,0.621,102.002,30cxiM2snx2Hstvhk8Z7pv,spotify:track:30cxiM2snx2Hstvhk8Z7pv,338761,4,metal
24,0.41,0.992,2,-5.978,1,0.095,4.43e-05,0.878,0.121,0.104,123.933,4Avnu5FR70qWD9VxandTWe,spotify:track:4Avnu5FR70qWD9VxandTWe,274203,4,metal
25,0.505,0.934,8,-7.717,1,0.0498,0.00237,5.71e-06,0.217,0.248,95.061,7kn8PMqB1Cx3qnzB0Slayd,spotify:track:7kn8PMqB1Cx3qnzB0Slayd,255987,4,metal
26,0.463,0.962,1,-5.697,0,0.0712,0.000761,0.0,0.239,0.188,109.899,1i0fcF53lHffHnDxM293On,spotify:track:1i0fcF53lHffHnDxM293On,211893,4,metal
27,0.436,0.963,7,-6.861,1,0.0826,5.13e-05,0.0,0.138,0.515,169.921,46HFTyFqLMzSye98Arqa98,spotify:track:46HFTyFqLMzSye98Arqa98,179093,4,metal
28,0.498,0.993,2,-6.298,1,0.0809,0.00028,0.00787,0.155,0.233,99.98,1FOp9dG9z5ps8gYQrafzQN,spotify:track:1FOp9dG9z5ps8gYQrafzQN,338053,4,metal
29,0.55,0.802,11,-5.708,1,0.0322,0.00381,0.00768,0.105,0.796,97.625,2Ei1eAAU4ME4ld72p9wCbW,spotify:track:2Ei1eAAU4ME4ld72p9wCbW,277600,4,metal
30,0.56,0.981,4,-5.445,0,0.104,3.08e-05,0.115,0.102,0.237,111.012,5BM618dNRZxN40mCCMFjP0,spotify:track:5BM618dNRZxN40mCCMFjP0,261307,4,metal
31,0.552,0.864,8,-6.523,0,0.0375,0.000931,0.0199,0.0856,0.898,140.986,7G0n4t8Ul5r0BpS2lw5hYT,spotify:track:7G0n4t8Ul5r0BpS2lw5hYT,194838,4,metal
32,0.346,0.949,6,-3.973,1,0.0837,1.42e-05,0.422,0.0524,0.323,178.027,4iJg7QdhqLHwfYOmYHqU9z,spotify:track:4iJg7QdhqLHwfYOmYHqU9z,258837,4,metal
33,0.407,0.967,0,-7.104,1,0.0666,0.000316,0.00142,0.089,0.227,180.027,28aQT80RVsVsD1X98WCew1,spotify:track:28aQT80RVsVsD1X98WCew1,203373,4,metal
34,0.452,0.949,11,-4.759,1,0.0503,9.19e-05,0.74,0.226,0.788,176.94,1IMU0K1z2oFPfPQzlxSx4X,spotify:track:1IMU0K1z2oFPfPQzlxSx4X,223416,4,metal
35,0.42,0.987,0,-5.114,0,0.122,1.28e-05,0.183,0.0541,0.131,95.978,7j0DSyekwDBBkAesbD5bzH,spotify:track:7j0DSyekwDBBkAesbD5bzH,266054,4,metal
36,0.439,0.984,9,-4.755,1,0.0915,6.25e-06,0.000746,0.0849,0.2,153.99,0u7ZOU5XNVukkKjGf7YeYQ,spotify:track:0u7ZOU5XNVukkKjGf7YeYQ,365987,4,metal
37,0.509,0.918,8,-7.371,1,0.0429,0.000173,0.0032,0.307,0.476,106.936,0Zl2Wx0aqXhMfFMcsLYmor,spotify:track:0Zl2Wx0aqXhMfFMcsLYmor,260227,4,metal
38,0.502,0.9,4,-5.655,0,0.0482,0.000104,0.00212,0.161,0.552,120.066,3iKSyNDGzJ3FcjXoDKqehS,spotify:track:3iKSyNDGzJ3FcjXoDKqehS,235296,4,metal
39,0.473,0.968,4,-7.297,0,0.0642,0.000144,0.0347,0.612,0.465,138.054,6zctLQjQkNI0agikPLbO9N,spotify:track:6zctLQjQkNI0agikPLbO9N,299946,4,metal
