,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,uri,duration_ms,time_signature,label,popularity,artist_followers
39,0.803,0.784,11,-5.97,0,0.198,0.0012,0.000161,0.0794,0.801,90.185,13XHuE00ElL5thSxkaEXxK,spotify:track:13XHuE00ElL5thSxkaEXxK,296907,4,rap,0,13150903
40,0.775,0.535,6,-7.125,1,0.113,0.349,0.0,0.14,0.315,84.122,2wdHKp5CBgJ8mlO7Cq84Xd,spotify:track:2wdHKp5CBgJ8mlO7Cq84Xd,280000,4,rap,0,13150903
41,0.692,0.833,7,-3.974,1,0.0492,0.000136,1.98e-05,0.515,0.692,96.814,5XhkV07Vou38wnrzwURUOC,spotify:track:5XhkV07Vou38wnrzwURUOC,246320,4,rap,0,8471539
42,0.653,0.711,9,-6.454,1,0.0623,0.109,0.0,0.443,0.769,160.048,2kzRSiyignH8yzPTrWvyPo,spotify:track:2kzRSiyignH8yzPTrWvyPo,191320,4,rap,66,10650956
43,0.72,0.514,1,-7.108,1,0.132,0.146,0.00713,0.107,0.212,142.98,0osPX8TruIebOhKuG6GK8C,spotify:track:0osPX8TruIebOhKuG6GK8C,272160,4,rap,64,10650956
44,0.547,0.795,11,-5.825,0,0.444,0.253,0.0,0.0775,0.566,93.221,2bpZOGUjOTYD8wPA0sqm13,spotify:track:2bpZOGUjOTYD8wPA0sqm13,258213,4,rap,0,1461196
45,0.767,0.864,10,-1.847,0,0.133,0.0116,0.0,0.0957,0.747,85.475,0nKZeSrqH9u31NLoTUsYBR,spotify:track:0nKZeSrqH9u31NLoTUsYBR,257907,4,rap,61,57480170
46,0.797,0.852,0,-2.234,1,0.172,0.0432,3.97e-06,0.409,0.674,95.416,09EwNbGvUyu7BDEYG0cJro,spotify:track:09EwNbGvUyu7BDEYG0cJro,330760,4,rap,0,13150903
47,0.608,0.79,10,-2.92,0,0.383,0.0564,0.000203,0.258,0.642,166.222,3iguiHKhoGdeNmxFG44zhm,spotify:track:3iguiHKhoGdeNmxFG44zhm,230787,4,rap,0,13150903
48,0.63,0.782,8,-5.44,0,0.132,0.0828,0.0,0.034,0.418,140.144,6A6am7JK6SNzIKOGlU53sw,spotify:track:6A6am7JK6SNzIKOGlU53sw,247947,4,rap,0,9170083
49,0.801,0.908,2,-6.554,1,0.221,0.00253,0.000655,0.0698,0.805,87.279,3ssX20QT5c3nA9wk78V1LQ,spotify:track:3ssX20QT5c3nA9wk78V1LQ,278387,4,rap,5,13150903
50,0.646,0.813,6,-3.846,0,0.299,0.349,9.37e-05,0.0427,0.895,92.729,70FCugJxa7XW04Np6iYJdI,spotify:track:70FCugJxa7XW04Np6iYJdI,224440,4,rap,73,9170083
51,0.767,0.881,1,-4.359,1,0.109,0.191,8.29e-06,0.139,0.939,169.049,2g9E9UyZ3pdJ1eqUQW0tfQ,spotify:track:2g9E9UyZ3pdJ1eqUQW0tfQ,215267,4,rap,0,7562111
52,0.715,0.655,0,-6.425,1,0.137,0.0525,0.0,0.115,0.531,95.078,2g7uRZ68eLtv74XrxgdT2q,spotify:track:2g7uRZ68eLtv74XrxgdT2q,207333,4,rap,68,8471539
53,0.761,0.653,1,-6.577,1,0.182,0.0618,0.0,0.326,0.376,90.049,34gtSaLAarPkHt8opuZpNM,spotify:track:34gtSaLAarPkHt8opuZpNM,282107,4,rap,0,1461196
54,0.814,0.779,11,-3.271,1,0.235,0.175,0.000671,0.0605,0.544,93.43,6ltPEsP4edATzvinHOzvk2,spotify:track:6ltPEsP4edATzvinHOzvk2,268005,4,rap,3,7562111
55,0.838,0.705,5,-6.131,0,0.29,0.195,0.0,0.336,0.837,96.643,0zaWQBwkfh9OmK77CiDmRI,spotify:track:0zaWQBwkfh9OmK77CiDmRI,245093,4,rap,0,1461196
56,0.816,0.849,11,-4.41,1,0.26,0.0811,0.0,0.0616,0.844,94.007,5Y6TvhJuUxqAqCwuOs641w,spotify:track:5Y6TvhJuUxqAqCwuOs641w,258000,4,rap,0,1461196
57,0.803,0.757,4,-3.212,0,0.0597,0.0175,0.0,0.195,0.623,130.019,5voKHxbIqgBU7fZMX8Lu0T,spotify:track:5voKHxbIqgBU7fZMX8Lu0T,350227,4,rap,0,57480170
58,0.908,0.762,9,-4.773,0,0.153,0.0658,0.0,0.104,0.869,148.016,5yMZU1xolje7E1xGmezcuj,spotify:track:5yMZU1xolje7E1xGmezcuj,297933,4,rap,0,57480170
59,0.672,0.818,5,-4.209,0,0.109,0.00185,2.29e-06,0.0612,0.164,164.078,2Si43OSoa3MW5mmc0mBs36,spotify:track:2Si43OSoa3MW5mmc0mBs36,339667,4,rap,0,57480170
60,0.52,0.768,8,-3.489,0,0.359,0.0193,0.00034,0.104,0.398,79.178,5dePZp5rjCsjSYvz3c8orT,spotify:track:5dePZp5rjCsjSYvz3c8orT,296880,4,rap,0,57480170
61,0.643,0.825,1,-4.746,0,0.343,0.0203,4.99e-06,0.0398,0.701,97.172,5sgj1GEk590u36Ce93QGvF,spotify:track:5sgj1GEk590u36Ce93QGvF,304147,4,rap,0,1461196
62,0.92,0.891,3,-2.398,0,0.253,0.0313,0.0,0.083,0.311,95.295,20LxTsa6936zOlzTWqoPVt,spotify:track:20LxTsa6936zOlzTWqoPVt,161600,4,rap,0,7562111
63,0.873,0.719,1,-5.948,1,0.248,0.03,0.0,0.333,0.858,93.281,2xTft6GEZeTyWNpdX94rkf,spotify:track:2xTft6GEZeTyWNpdX94rkf,307773,4,rap,0,13150903
64,0.863,0.672,7,-6.311,1,0.0739,0.0446,0.0,0.166,0.338,111.11,3Wyc7M8twhxeyaC51BcQYb,spotify:track:3Wyc7M8twhxeyaC51BcQYb,268827,4,rap,0,13150903
65,0.763,0.84,8,-3.704,1,0.0929,0.0346,0.0,0.0601,0.748,92.477,1eduDdsjMO7Or4EXnMf2iS,spotify:track:1eduDdsjMO7Or4EXnMf2iS,287547,4,rap,0,13150903
66,0.78,0.575,9,-7.247,0,0.273,0.43,0.0,0.143,0.773,84.492,2g8HN35AnVGIk7B8yMucww,spotify:track:2g8HN35AnVGIk7B8yMucww,252747,4,rap,78,7833798
67,0.755,0.738,11,-6.792,0,0.152,0.162,1.98e-05,0.173,0.744,154.788,0Bd3oaSitY4a57zlwV9sG6,spotify:track:0Bd3oaSitY4a57zlwV9sG6,367960,4,rap,0,7833798
68,0.904,0.826,1,-2.372,0,0.272,0.0531,0.0,0.214,0.824,101.35,1YQ7BbJR8HqAolfprvxGKu,spotify:track:1YQ7BbJR8HqAolfprvxGKu,191600,4,rap,61,7833798
69,0.554,0.899,8,-4.573,1,0.408,0.0521,0.0,0.0568,0.552,171.966,5DD9jE8Z3LvpVn2TxknJyX,spotify:track:5DD9jE8Z3LvpVn2TxknJyX,227893,4,rap,61,7274716
70,0.716,0.722,11,-4.63,1,0.16,0.13,0.0,0.0531,0.477,90.997,0zvxfbfR99UukKPcyCD1u2,spotify:track:0zvxfbfR99UukKPcyCD1u2,283173,4,rap,0,8471539
71,0.803,0.773,0,-3.628,1,0.121,0.0107,0.0,0.0632,0.708,91.915,1HCPjfa02m5JwcO37LHfYb,spotify:track:1HCPjfa02m5JwcO37LHfYb,226027,4,rap,52,4033442
72,0.777,0.764,1,-5.682,1,0.14,0.243,0.0,0.103,0.174,177.868,77dC7dKzMm65Y9jkJs0Ssd,spotify:track:77dC7dKzMm65Y9jkJs0Ssd,270867,4,rap,0,47712
73,0.549,0.636,10,-3.923,0,0.376,0.395,0.0,0.0974,0.661,182.363,3JkSuHgKAa9l49gpJPGQBC,spotify:track:3JkSuHgKAa9l49gpJPGQBC,251547,4,rap,0,9170083
74,0.487,0.805,9,-3.911,1,0.204,0.147,0.0,0.209,0.606,99.336,5zXuUnZsY72RE4AJknK9PP,spotify:track:5zXuUnZsY72RE4AJknK9PP,236413,5,rap,0,9170083
75,0.494,0.943,5,-3.704,0,0.363,0.156,0.0,0.335,0.797,185.982,0LvwrCJtecLr9mnS0h0k7U,spotify:track:0LvwrCJtecLr9mnS0h0k7U,287427,4,rap,0,3553023
76,0.678,0.857,10,-5.173,0,0.216,0.0325,0.0,0.0788,0.622,94.95,2NeHnSFnwNp1Z5WYgcjJ8L,spotify:track:2NeHnSFnwNp1Z5WYgcjJ8L,219253,4,rap,0,3553023
77,0.867,0.796,6,-4.73,1,0.0693,0.202,0.0,0.0838,0.776,92.766,32SFvZODywPBVDYSYtqxCj,spotify:track:32SFvZODywPBVDYSYtqxCj,231040,4,rap,60,3553023
78,0.747,0.929,6,-3.924,1,0.237,0.084,0.0,0.135,0.532,100.942,1WG3uNOzTWKRwCAfDAlUAW,spotify:track:1WG3uNOzTWKRwCAfDAlUAW,274053,4,rap,0,3553023
79,0.912,0.664,6,-7.729,1,0.287,0.455,0.00123,0.133,0.848,90.466,7rB7KSgf3LmylutdAQAt8U,spotify:track:7rB7KSgf3LmylutdAQAt8U,244760,4,rap,0,3553023
80,0.911,0.65,0,-5.529,1,0.0921,0.00254,0.0553,0.198,0.681,98.625,0JFBf2PloRfMkPg5DjXhDx,spotify:track:0JFBf2PloRfMkPg5DjXhDx,276413,4,rap,56,1635940
81,0.833,0.568,7,-9.718,0,0.369,0.0245,0.0,0.308,0.817,76.725,370ktLojUErayAQjtgABN1,spotify:track:370ktLojUErayAQjtgABN1,213280,4,rap,0,1334521
82,0.726,0.757,0,-7.155,1,0.191,0.0254,0.0,0.702,0.679,83.979,3Feec7M9kLXDHag4iZcBxU,spotify:track:3Feec7M9kLXDHag4iZcBxU,231933,4,rap,60,5821365
83,0.811,0.73,10,-5.432,0,0.106,0.00703,2.41e-05,0.338,0.382,87.016,6RnCdCVTOxHnzDwODEu8vQ,spotify:track:6RnCdCVTOxHnzDwODEu8vQ,281653,4,rap,0,5821365
84,0.758,0.519,10,-10.58,0,0.0395,0.117,0.0742,0.109,0.617,92.872,3jFTsobEff1Cz8DlIAisYY,spotify:track:3jFTsobEff1Cz8DlIAisYY,232773,4,rap,0,5821365
85,0.727,0.8,6,-2.507,0,0.284,0.0621,0.0,0.143,0.862,144.833,4mfl8akhVprr93o1ALep21,spotify:track:4mfl8akhVprr93o1ALep21,178759,4,rap,0,5821365
86,0.843,0.7,9,-3.249,0,0.26,0.127,0.0,0.876,0.675,95.05,65iyI1iybyv5ecsfBHSdUf,spotify:track:65iyI1iybyv5ecsfBHSdUf,293053,4,rap,68,1133755
87,0.751,0.884,2,-3.54,0,0.291,0.109,0.0,0.157,0.816,77.91,5J5Bbx7lKQOQXeW1EAL9Mz,spotify:track:5J5Bbx7lKQOQXeW1EAL9Mz,223760,4,rap,57,1133755
88,0.863,0.771,7,-2.77,1,0.19,0.00954,0.0,0.288,0.812,95.029,1YrHyDbH17btvI2rFTkbCQ,spotify:track:1YrHyDbH17btvI2rFTkbCQ,234733,4,rap,53,8471539
89,0.841,0.739,11,-5.111,0,0.206,0.151,5.9e-05,0.0897,0.571,85.891,6QunXp3Hfsmz1qRYvILnNE,spotify:track:6QunXp3Hfsmz1qRYvILnNE,272507,4,rap,53,1561463
90,0.862,0.648,4,-7.401,0,0.251,0.0455,0.0,0.0332,0.637,98.012,6mZcNu9i8uhOYMiEAyEx81,spotify:track:6mZcNu9i8uhOYMiEAyEx81,235533,4,rap,0,4066194
91,0.66,0.765,7,-7.121,1,0.245,0.227,0.0,0.376,0.771,151.074,0p7GJrCXs75kcqFNveyCGp,spotify:track:0p7GJrCXs75kcqFNveyCGp,208600,4,rap,0,6066811
92,0.804,0.692,10,-5.884,0,0.318,0.0949,0.0,0.0405,0.838,85.21,6rCZCm1T3Tb5wVxFEQOqBt,spotify:track:6rCZCm1T3Tb5wVxFEQOqBt,287907,4,rap,0,9170083
93,0.642,0.777,4,-4.809,0,0.094,0.00323,0.0,0.227,0.413,96.986,3zmduBNsQ6BPDTZAkXzG5K,spotify:track:3zmduBNsQ6BPDTZAkXzG5K,214400,4,rap,74,56084
94,0.74,0.722,0,-2.149,1,0.0791,0.515,0.0,0.074,0.841,140.139,4iNkk2qPPXC1MAZdVUq810,spotify:track:4iNkk2qPPXC1MAZdVUq810,222653,4,rap,0,1553489
95,0.683,0.74,11,-6.041,0,0.0462,0.00228,0.0,0.238,0.65,129.515,6x5ZPe5LrKcLefZ2obbwSZ,spotify:track:6x5ZPe5LrKcLefZ2obbwSZ,281773,4,rap,0,2324670
96,0.684,0.916,1,-3.857,1,0.43,0.169,1.63e-05,0.123,0.553,93.477,6EElYDYyvvohMNDbYnrvn4,spotify:track:6EElYDYyvvohMNDbYnrvn4,173267,4,rap,0,207245
97,0.609,0.87,9,-4.672,0,0.292,0.127,0.0,0.157,0.462,95.129,3CBtWTrzgfCeU8lZyL132d,spotify:track:3CBtWTrzgfCeU8lZyL132d,256227,4,rap,0,13150903
98,0.663,0.856,1,-6.503,1,0.234,0.0676,0.0,0.0857,0.791,92.343,04Tf0AplqcbmxnBWisVaYt,spotify:track:04Tf0AplqcbmxnBWisVaYt,263933,4,rap,37,66
99,0.828,0.892,4,-4.567,0,0.193,0.115,0.0,0.217,0.712,85.95,5kGsDi86P9pZux4x4wopHV,spotify:track:5kGsDi86P9pZux4x4wopHV,308267,4,rap,0,1965773
100,0.624,0.692,9,-5.185,0,0.339,0.221,0.0,0.153,0.349,87.042,73AElRO42LtQlBId3tA2Oh,spotify:track:73AElRO42LtQlBId3tA2Oh,205560,4,rap,0,7471111
101,0.861,0.479,7,-8.433,1,0.0515,0.0452,0.0,0.351,0.278,99.969,4nWn9o7NTpuqzHQ5hyae8U,spotify:track:4nWn9o7NTpuqzHQ5hyae8U,178840,4,rap,0,8471539
102,0.699,0.668,1,-5.305,1,0.106,0.265,0.0,0.141,0.472,83.074,3kgutGd839IOYRl6ekeq6V,spotify:track:3kgutGd839IOYRl6ekeq6V,254467,4,rap,57,12085725
103,0.487,0.729,2,-6.815,1,0.271,0.0538,4.07e-06,0.44,0.217,91.048,3qX1dqmDdmMvvfMVfsx4Bh,spotify:track:3qX1dqmDdmMvvfMVfsx4Bh,350120,4,rap,68,20975611
104,0.69,0.699,2,-5.612,1,0.184,0.425,0.0109,0.399,0.465,139.83,6Sm2YzLtL8FcyTMONOkiFw,spotify:track:6Sm2YzLtL8FcyTMONOkiFw,237840,4,rap,0,25596250
105,0.819,0.533,10,-7.167,0,0.279,0.0897,0.0,0.216,0.671,85.525,2ePk5lFdCTjFLkoDyMhmWV,spotify:track:2ePk5lFdCTjFLkoDyMhmWV,236773,4,rap,0,2885300
106,0.84,0.798,8,-5.079,1,0.0699,0.045,4.32e-05,0.172,0.695,100.175,4rLpAOk5KVNcqEMK3m6Lje,spotify:track:4rLpAOk5KVNcqEMK3m6Lje,246347,4,rap,0,8471539
107,0.811,0.713,4,-8.085,0,0.291,0.0075,0.0,0.28,0.699,94.617,0dgdXBWLJTPXr5ZgJ2N4SA,spotify:track:0dgdXBWLJTPXr5ZgJ2N4SA,236160,4,rap,0,8471539
108,0.768,0.765,11,-7.013,0,0.151,0.000612,0.0,0.342,0.525,131.208,1cHjms57G6C8o6cpEnho9f,spotify:track:1cHjms57G6C8o6cpEnho9f,353267,4,rap,0,20975611
109,0.735,0.797,11,-4.611,0,0.285,0.0174,0.0,0.62,0.731,170.444,1heUTaryu6xDcGk7NJLVnF,spotify:track:1heUTaryu6xDcGk7NJLVnF,332627,4,rap,0,4103147
110,0.878,0.739,5,-5.157,1,0.189,0.169,0.0,0.119,0.824,93.601,5vbOZSDs3h1DUf9oPmPABY,spotify:track:5vbOZSDs3h1DUf9oPmPABY,237680,4,rap,0,4066194
111,0.653,0.77,9,-6.091,0,0.0353,0.00342,0.0,0.0887,0.272,137.616,5bh0ZC4XO0VJuH0NPGkqlH,spotify:track:5bh0ZC4XO0VJuH0NPGkqlH,321293,4,rap,0,2164715
112,0.689,0.481,10,-7.503,1,0.0815,0.369,1.03e-06,0.0649,0.283,80.025,7wqSzGeodspE3V6RBD5W8L,spotify:track:7wqSzGeodspE3V6RBD5W8L,229526,4,rap,0,10650956
113,0.717,0.862,8,-4.736,1,0.054,0.00689,0.0,0.321,0.52,130.021,1ULa3GfdMKs0MfRpm6xVlu,spotify:track:1ULa3GfdMKs0MfRpm6xVlu,224933,4,rap,65,10650956
114,0.829,0.428,0,-9.469,1,0.0831,0.056,0.00413,0.137,0.45,148.075,5jnxxpX2834SB6LJ0S73Uz,spotify:track:5jnxxpX2834SB6LJ0S73Uz,299333,4,rap,67,12341758
115,0.539,0.731,3,-5.085,0,0.453,0.112,1.19e-06,0.129,0.568,81.114,5kqQoLsjAHHxXmVe4oBT83,spotify:track:5kqQoLsjAHHxXmVe4oBT83,271773,4,rap,0,20975611
116,0.781,0.728,1,-4.981,1,0.0621,0.0509,1.94e-06,0.257,0.395,102.99,5lnsCyEKWofnC00U4Ax0ti,spotify:track:5lnsCyEKWofnC00U4Ax0ti,219306,4,rap,0,49383232
117,0.648,0.694,2,-4.927,1,0.059,0.00514,0.0,0.423,0.0771,123.173,6M9HNNuuu8WocirWzXCcJA,spotify:track:6M9HNNuuu8WocirWzXCcJA,342987,4,rap,0,940948
118,0.82,0.809,4,-6.759,0,0.251,0.443,0.00175,0.0613,0.737,83.011,0svl7cK07gK1ia5ainczU5,spotify:track:0svl7cK07gK1ia5ainczU5,231240,4,rap,0,2137927
119,0.648,0.759,6,-4.315,1,0.306,0.0142,0.0,0.648,0.518,85.996,0YImOCkIJ2PWhCXaURCZnY,spotify:track:0YImOCkIJ2PWhCXaURCZnY,324307,4,rap,70,2137927
120,0.424,0.866,7,-6.171,1,0.2,0.000859,0.000139,0.0869,0.426,190.276,0D5ER6UGojHVHVVJV0QdY8,spotify:track:0D5ER6UGojHVHVVJV0QdY8,234243,4,rap,0,7562111
121,0.843,0.419,10,-7.633,0,0.254,0.269,0.0,0.13,0.321,128.025,2a4FxeAvHco9UkaVFxCPDO,spotify:track:2a4FxeAvHco9UkaVFxCPDO,181000,4,rap,0,9170083
122,0.831,0.783,5,-6.719,1,0.0527,0.079,1.27e-06,0.35,0.771,140.046,0hdiDzQu1FsfaYM1NIL8ma,spotify:track:0hdiDzQu1FsfaYM1NIL8ma,218440,4,rap,48,6628657
123,0.772,0.413,0,-8.193,0,0.089,0.0361,0.0,0.111,0.211,131.965,01Lr5YepbgjXAWR9iOEyH1,spotify:track:01Lr5YepbgjXAWR9iOEyH1,246213,4,rap,81,3410432
124,0.618,0.717,7,-5.738,1,0.318,0.00256,0.0,0.625,0.603,190.05,5NQbUaeTEOGdD6hHcre0dZ,spotify:track:5NQbUaeTEOGdD6hHcre0dZ,196693,4,rap,75,4331474
125,0.762,0.611,9,-5.462,0,0.0876,0.122,0.000315,0.141,0.386,99.934,32tBNiuuQtkUG5eBWpC0oQ,spotify:track:32tBNiuuQtkUG5eBWpC0oQ,206760,4,rap,0,2863511
126,0.667,0.581,0,-5.164,0,0.323,0.0428,0.0,0.183,0.368,110.953,1jk9c0gZI0wbn5GvAj7PBV,spotify:track:1jk9c0gZI0wbn5GvAj7PBV,230693,4,rap,64,7366311
127,0.853,0.558,1,-7.448,1,0.202,0.0462,0.0,0.341,0.654,142.079,46gjYTEK7W8ZTABcglGP2f,spotify:track:46gjYTEK7W8ZTABcglGP2f,205879,4,rap,0,65256293
128,0.796,0.766,7,-5.974,1,0.238,0.0742,0.0,0.0827,0.558,110.034,33i0KOPBWURNW3l97a4QPy,spotify:track:33i0KOPBWURNW3l97a4QPy,219333,4,rap,0,20975611
129,0.502,0.623,8,-8.812,1,0.44,0.609,0.0,0.119,0.399,75.578,4gkl7QbQvBd3TM9PhlWFkI,spotify:track:4gkl7QbQvBd3TM9PhlWFkI,211680,1,rap,10,17337404
130,0.692,0.521,10,-8.465,0,0.33,0.301,0.0,0.0565,0.463,100.45,62vpWI1CHwFy7tMIcSStl8,spotify:track:62vpWI1CHwFy7tMIcSStl8,292987,4,rap,22,17337404
131,0.517,0.705,6,-8.205,0,0.364,0.0751,0.0,0.128,0.584,175.906,6Ius4TC0L3cN74HT7ENE6e,spotify:track:6Ius4TC0L3cN74HT7ENE6e,239320,4,rap,16,17337404
132,0.574,0.631,1,-3.73,1,0.0478,0.0202,0.0,0.105,0.0785,130.383,6AFbDBW3z38yT43hNylJZk,spotify:track:6AFbDBW3z38yT43hNylJZk,269533,4,rap,0,1674703
133,0.656,0.612,6,-5.415,0,0.225,0.0094,0.0,0.146,0.626,132.072,2rJvc7nSYWBKAuNUMx1Cr2,spotify:track:2rJvc7nSYWBKAuNUMx1Cr2,283653,4,rap,64,17756047
134,0.895,0.681,7,-5.267,0,0.358,0.157,0.0,0.189,0.554,121.918,0wdKiSBUT7aZkXUIdJWcwC,spotify:track:0wdKiSBUT7aZkXUIdJWcwC,240000,4,rap,69,5185026
135,0.823,0.768,11,-6.21,1,0.0819,0.0146,1.03e-06,0.127,0.216,115.021,3SEd8nPd8MpGwk6ZZ8tk2j,spotify:track:3SEd8nPd8MpGwk6ZZ8tk2j,274320,4,rap,63,20972275
136,0.725,0.534,11,-6.238,1,0.0946,0.0752,0.0,0.0919,0.558,91.974,14WWzenpaEgQZlqPq2nk4v,spotify:track:14WWzenpaEgQZlqPq2nk4v,219320,4,rap,0,49383232
137,0.522,0.525,4,-10.1,0,0.0777,0.089,3.31e-06,0.23,0.246,107.309,05ljqOaMvnkiWyJWAfjayF,spotify:track:05ljqOaMvnkiWyJWAfjayF,236893,4,rap,0,4487146
138,0.828,0.792,10,-5.435,0,0.179,0.182,0.0,0.281,0.777,134.199,024Q1MI4uaYHF6j2Q2ZYgF,spotify:track:024Q1MI4uaYHF6j2Q2ZYgF,233360,4,rap,57,857217
139,0.848,0.842,6,-5.582,0,0.284,0.00827,0.0,0.0772,0.722,98.697,7gNYGnojVbmk6SYRfWA7H2,spotify:track:7gNYGnojVbmk6SYRfWA7H2,343373,4,rap,0,4280863
140,0.854,0.401,9,-8.553,1,0.395,0.118,0.0,0.527,0.42,139.922,73JJHEKUuOOsA8MDzOd4vy,spotify:track:73JJHEKUuOOsA8MDzOd4vy,287086,4,rap,40,7366311
141,0.89,0.393,4,-10.821,0,0.267,0.331,8.81e-06,0.283,0.304,128.084,16qYlQ6koFxYVbiJbGHblz,spotify:track:16qYlQ6koFxYVbiJbGHblz,301133,4,rap,11,17337404
142,0.708,0.596,8,-7.692,0,0.0412,0.0523,0.0,0.0555,0.588,133.955,4sozsbVtlFDe74usgfDPOQ,spotify:track:4sozsbVtlFDe74usgfDPOQ,278067,3,rap,0,4247776
143,0.646,0.784,1,-7.471,0,0.108,0.0166,0.0,0.0721,0.179,127.839,78JKJfKsqgeBDBF58gv1SF,spotify:track:78JKJfKsqgeBDBF58gv1SF,197132,4,rap,62,4247776
144,0.469,0.754,6,-3.664,1,0.13,0.0679,0.0,0.106,0.421,174.068,3p6fkbeZDIVqapfdgQe6fm,spotify:track:3p6fkbeZDIVqapfdgQe6fm,196040,4,rap,0,17756047
145,0.641,0.63,8,-6.393,1,0.0521,0.0372,0.0,0.4,0.415,79.955,3u9fHuAtjMY1RW2mZfO4Cf,spotify:track:3u9fHuAtjMY1RW2mZfO4Cf,241933,4,rap,0,662629
146,0.671,0.314,5,-8.091,0,0.244,0.11,0.0,0.0825,0.296,110.898,3kfxarilcBr81mb2hmZLeh,spotify:track:3kfxarilcBr81mb2hmZLeh,191600,4,rap,0,49383232
147,0.921,0.836,7,-3.978,1,0.243,0.0405,0.0,0.0802,0.581,95.187,4ENy0Hz7IsSf8lDz3to3FH,spotify:track:4ENy0Hz7IsSf8lDz3to3FH,312627,4,rap,0,13150903
148,0.659,0.738,4,-4.077,0,0.362,0.00561,0.0,0.319,0.516,93.796,6IA63Wf2Onw1kq9ur1ygFi,spotify:track:6IA63Wf2Onw1kq9ur1ygFi,251907,4,rap,0,162331
149,0.634,0.845,11,-5.058,0,0.352,0.00602,5.29e-06,0.0598,0.929,94.0,3gY6tiCNsuVi6s8kPV6aQg,spotify:track:3gY6tiCNsuVi6s8kPV6aQg,237027,4,rap,67,2907340
150,0.956,0.745,11,-4.753,0,0.12,0.206,0.0,0.0615,0.912,107.075,04KTF78FFg8sOHC1BADqbY,spotify:track:04KTF78FFg8sOHC1BADqbY,228240,4,rap,76,2178953
151,0.705,0.796,7,-6.845,1,0.267,0.0708,0.0,0.388,0.864,166.042,2RWxrpsFshOBFwRBRstUlQ,spotify:track:2RWxrpsFshOBFwRBRstUlQ,210453,4,rap,59,31748202
152,0.687,0.793,2,-4.254,1,0.166,0.0603,0.0,0.582,0.751,107.045,5sNESr6pQfIhL3krM8CtZn,spotify:track:5sNESr6pQfIhL3krM8CtZn,205733,4,rap,78,7471111
153,0.88,0.814,11,-6.307,0,0.14,0.168,0.00672,0.0584,0.942,138.083,7m97yKVzPpXV9Z4ezEziOD,spotify:track:7m97yKVzPpXV9Z4ezEziOD,283067,4,rap,70,7471111
154,0.674,0.695,6,-8.636,0,0.278,0.0387,0.00202,0.194,0.773,151.486,3uqinR4FCjLv28bkrTdNX5,spotify:track:3uqinR4FCjLv28bkrTdNX5,221840,4,rap,64,12341758
155,0.755,0.604,1,-5.436,1,0.417,0.382,0.0,0.125,0.663,98.458,5ngSGTy4Tw8cIBCMeIgoc9,spotify:track:5ngSGTy4Tw8cIBCMeIgoc9,224107,4,rap,12,5821365
156,0.772,0.599,8,-5.996,0,0.246,0.0277,0.0,0.0839,0.557,92.029,2uhnzF1F605tp9QS6rH2VW,spotify:track:2uhnzF1F605tp9QS6rH2VW,247507,4,rap,62,9170083
157,0.772,0.644,10,-6.318,0,0.265,0.158,4.14e-06,0.366,0.388,82.05,2zoobJFEB9h15fjYjRd6oP,spotify:track:2zoobJFEB9h15fjYjRd6oP,312373,4,rap,67,13150903
158,0.831,0.467,3,-9.699,1,0.0352,0.475,0.0,0.091,0.51,100.962,1veg9HLCMFpatZpibpb9TU,spotify:track:1veg9HLCMFpatZpibpb9TU,137880,4,rap,43,6521
159,0.713,0.678,5,-3.525,0,0.102,0.273,0.0,0.149,0.734,138.009,7H6ev70Weq6DdpZyyTmUXk,spotify:track:7H6ev70Weq6DdpZyyTmUXk,271333,4,rap,76,5687400
160,0.82,0.809,4,-6.759,0,0.251,0.443,0.00175,0.0613,0.737,83.011,7gKgd0P3dAAePiSQQBqrlf,spotify:track:7gKgd0P3dAAePiSQQBqrlf,231240,4,rap,69,2137927
161,0.779,0.51,8,-3.629,0,0.252,0.262,0.0,0.0865,0.591,90.025,2hzKxuc2LwqMnkoVRMkV0B,spotify:track:2hzKxuc2LwqMnkoVRMkV0B,218000,4,rap,62,1916310
162,0.66,0.707,6,-5.758,1,0.208,0.397,0.0,0.211,0.761,89.279,7lVNTXkI3cHFvcXiI8damb,spotify:track:7lVNTXkI3cHFvcXiI8damb,268800,4,rap,65,1332186
163,0.66,0.623,7,-7.321,0,0.152,0.0851,0.0,0.0841,0.736,179.986,2IyL2CyHoenwQLds5jSuqK,spotify:track:2IyL2CyHoenwQLds5jSuqK,200720,4,rap,64,2462775
164,0.802,0.785,9,-4.781,1,0.207,0.14,0.0,0.123,0.435,99.998,2wGSgTmgSF3xjRrHkTc25R,spotify:track:2wGSgTmgSF3xjRrHkTc25R,206400,4,rap,81,4066194
165,0.878,0.739,5,-5.157,1,0.189,0.169,0.0,0.119,0.824,93.601,4JKwW0A2OQeAUpYZd99Lfo,spotify:track:4JKwW0A2OQeAUpYZd99Lfo,237680,4,rap,57,4066194
166,0.849,0.521,11,-12.999,0,0.216,0.304,1.65e-06,0.115,0.763,95.265,7nYvUtkQMx1v80S2FH2s9J,spotify:track:7nYvUtkQMx1v80S2FH2s9J,248867,4,rap,75,1923797
