,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,uri,duration_ms,time_signature,label
64,0.359,0.046,6,-18.725,0,0.0407,0.901,0.118,0.277,0.263,127.653,5d6FOGCa0EDqCJSpccEh8s,spotify:track:5d6FOGCa0EDqCJSpccEh8s,152160,4,classic
65,0.12,0.138,10,-15.538,1,0.048,0.994,0.686,0.11,0.043,67.894,4GnVpbnWjHFrpXjAcPHvqM,spotify:track:4GnVpbnWjHFrpXjAcPHvqM,256573,4,classic
66,0.463,0.162,7,-24.484,0,0.045,0.963,0.825,0.0943,0.374,125.514,7dchPojQcmY6eMBFJAo64i,spotify:track:7dchPojQcmY6eMBFJAo64i,359667,4,classic
67,0.436,0.00518,7,-36.593,1,0.067,0.995,0.932,0.0788,0.275,135.286,1aTpzY2ggWHhPi8p2f56u1,spotify:track:1aTpzY2ggWHhPi8p2f56u1,224133,5,classic
68,0.231,0.133,2,-20.274,1,0.0437,0.963,0.659,0.135,0.0564,122.239,0neipEnwEzyd66aUqUsg5P,spotify:track:0neipEnwEzyd66aUqUsg5P,942000,4,classic
69,0.367,0.316,9,-14.49,0,0.0429,0.927,0.779,0.113,0.242,149.089,0mcgXc8P5GyGtP9aY7zir6,spotify:track:0mcgXc8P5GyGtP9aY7zir6,273562,4,classic
70,0.096,0.0325,8,-24.978,1,0.0416,0.977,0.852,0.0738,0.035,87.85,5Wj90oTRAxvTUivep2HlUu,spotify:track:5Wj90oTRAxvTUivep2HlUu,572520,4,classic
71,0.356,0.152,4,-20.155,1,0.0406,0.981,0.903,0.0807,0.04,132.413,1dFVnX4mJTnWubAPE8S3OR,spotify:track:1dFVnX4mJTnWubAPE8S3OR,662600,4,classic
72,0.154,0.00261,1,-36.267,1,0.0419,0.89,0.763,0.125,0.0366,83.549,3jLcwFns5S9OYQojN8XAkJ,spotify:track:3jLcwFns5S9OYQojN8XAkJ,775307,4,classic
73,0.339,0.0588,10,-17.647,0,0.0373,0.984,0.862,0.12,0.198,105.916,5bVlEvO3SadcOyh6rnWW4P,spotify:track:5bVlEvO3SadcOyh6rnWW4P,277148,4,classic
74,0.458,0.11,9,-22.234,0,0.0309,0.977,0.903,0.359,0.481,83.43,4fDodwdZ1LBDL2I2WCnUMY,spotify:track:4fDodwdZ1LBDL2I2WCnUMY,84267,4,classic
75,0.144,0.0868,8,-23.338,1,0.0387,0.891,0.904,0.177,0.0737,94.463,7xGcLLeK1de0I71lH28DeM,spotify:track:7xGcLLeK1de0I71lH28DeM,482000,3,classic
76,0.352,0.235,2,-16.235,1,0.0398,0.894,0.675,0.396,0.329,109.16,72jIJDADnBLJKXV2yxv5N0,spotify:track:72jIJDADnBLJKXV2yxv5N0,626240,1,classic
77,0.377,0.173,9,-21.377,1,0.0329,0.991,0.909,0.103,0.558,132.187,5i7bLnNE0R3m1MNUY7UsqT,spotify:track:5i7bLnNE0R3m1MNUY7UsqT,500500,4,classic
78,0.496,0.249,3,-18.131,1,0.0411,0.98,0.934,0.12,0.719,144.239,246ntJR3A2s7B5E40FTCLf,spotify:track:246ntJR3A2s7B5E40FTCLf,224640,4,classic
79,0.357,0.0464,8,-20.868,1,0.0434,0.992,0.859,0.109,0.0417,69.859,5U7T2widXE5MqoQ6dmi3O9,spotify:track:5U7T2widXE5MqoQ6dmi3O9,239333,3,classic
80,0.0,0.0842,9,-19.397,1,0.0,0.755,0.889,0.262,0.0,0.0,3sAYxq1986j3ydqLv6jwUJ,spotify:track:3sAYxq1986j3ydqLv6jwUJ,432533,0,classic
81,0.0716,0.0408,7,-28.284,1,0.0399,0.851,0.901,0.0844,0.0377,77.047,2dEbRirkEtImY7HdYxrgRS,spotify:track:2dEbRirkEtImY7HdYxrgRS,349760,4,classic
82,0.302,0.0355,0,-24.074,1,0.0363,0.932,0.304,0.043,0.186,115.104,408VC5UfnAh3Uhl0RQpbkA,spotify:track:408VC5UfnAh3Uhl0RQpbkA,716933,4,classic
83,0.411,0.0487,10,-25.68,1,0.0383,0.985,0.918,0.0944,0.101,128.859,2TB6PQkgnw9rrFRK4VOOrC,spotify:track:2TB6PQkgnw9rrFRK4VOOrC,248933,1,classic
84,0.278,0.151,4,-19.607,0,0.042,0.917,0.122,0.273,0.167,99.212,2mPd1593fOWtbSGqA0VVcS,spotify:track:2mPd1593fOWtbSGqA0VVcS,730667,4,classic
85,0.0999,0.0241,2,-25.651,1,0.0432,0.98,0.766,0.0623,0.0396,89.001,63cA2QfqtWZa0GGPZnYc0K,spotify:track:63cA2QfqtWZa0GGPZnYc0K,532040,3,classic
86,0.0754,0.0102,4,-35.69,1,0.0464,0.901,0.106,0.0817,0.0331,81.324,5CfxpBCYwfB17MMgARumHl,spotify:track:5CfxpBCYwfB17MMgARumHl,462162,4,classic
87,0.156,0.00709,7,-34.153,0,0.0382,0.941,0.799,0.0986,0.041,97.925,5eQKtxGSPvl9NEPXAuzzTJ,spotify:track:5eQKtxGSPvl9NEPXAuzzTJ,191160,3,classic
88,0.169,0.0974,3,-21.414,1,0.042,0.864,0.632,0.087,0.0524,170.379,3uLsZpdHrJsR9AjrrxMI66,spotify:track:3uLsZpdHrJsR9AjrrxMI66,473893,5,classic
89,0.203,0.0641,5,-27.51,1,0.0529,0.972,0.94,0.101,0.0978,73.105,6GDuB7BvASYD9JePYvOEX1,spotify:track:6GDuB7BvASYD9JePYvOEX1,410160,3,classic
90,0.484,0.192,2,-15.378,1,0.0465,0.991,0.908,0.106,0.0559,100.084,4O2N861eOnF9q8EtpH8IJu,spotify:track:4O2N861eOnF9q8EtpH8IJu,140733,4,classic
91,0.186,0.124,1,-15.271,1,0.0434,0.978,0.865,0.111,0.248,77.903,6vS8JCT9WqTFeAuu8smjRF,spotify:track:6vS8JCT9WqTFeAuu8smjRF,183267,4,classic
92,0.203,0.112,11,-18.029,0,0.0418,0.936,0.935,0.126,0.0374,72.483,6zcP5A5Xv6bvCUpwXrswKa,spotify:track:6zcP5A5Xv6bvCUpwXrswKa,106960,4,classic
93,0.093,0.0249,4,-20.74,0,0.0463,0.513,0.805,0.0831,0.0365,79.369,4EcOBeGY1r0j26Z8FJ1nVZ,spotify:track:4EcOBeGY1r0j26Z8FJ1nVZ,302987,3,classic
94,0.156,0.0978,5,-16.326,1,0.0371,0.976,0.893,0.0854,0.0638,179.447,7vJhOBgOkXyEJvw1vsU6HB,spotify:track:7vJhOBgOkXyEJvw1vsU6HB,703720,3,classic
95,0.364,0.0592,2,-21.757,1,0.057,0.978,0.0,0.0823,0.185,123.789,3pzBD8BVdrv7VJ7glRYshl,spotify:track:3pzBD8BVdrv7VJ7glRYshl,275467,4,classic
96,0.343,0.0209,8,-27.015,1,0.0398,0.987,0.922,0.126,0.0393,125.242,1M2RkUUJ9wXRsW3jN1MCHS,spotify:track:1M2RkUUJ9wXRsW3jN1MCHS,497773,3,classic
97,0.173,0.182,3,-18.848,1,0.0437,0.886,0.894,0.224,0.0781,70.831,6mhQ7eOHaV0ur2ooKTavW1,spotify:track:6mhQ7eOHaV0ur2ooKTavW1,905667,4,classic
98,0.193,0.0656,10,-19.239,1,0.0471,0.995,0.829,0.119,0.0359,128.975,46tPGzCXCI2oKsemztDA9u,spotify:track:46tPGzCXCI2oKsemztDA9u,402493,3,classic
99,0.384,0.0414,11,-23.019,0,0.0378,0.992,0.897,0.0684,0.0618,71.224,5Pl2CXDkaP6WEnJ0bpKGOm,spotify:track:5Pl2CXDkaP6WEnJ0bpKGOm,326520,4,classic
100,0.099,0.0567,1,-20.712,1,0.0398,0.96,0.81,0.104,0.0456,82.744,3Ii2KG3YLrC0KNbuJKAFj2,spotify:track:3Ii2KG3YLrC0KNbuJKAFj2,170400,4,classic
101,0.219,0.154,11,-18.17,0,0.0389,0.841,0.855,0.164,0.108,123.625,3Hcn3NlLeDU4uQf0qJaaMt,spotify:track:3Hcn3NlLeDU4uQf0qJaaMt,616187,4,classic
102,0.223,0.227,0,-17.695,1,0.0343,0.871,0.891,0.063,0.127,103.618,0XSRBlP49MgzBCYtGK2NYE,spotify:track:0XSRBlP49MgzBCYtGK2NYE,469053,4,classic
103,0.177,0.127,8,-19.167,1,0.0394,0.903,0.901,0.114,0.0612,149.698,6HknRM996YMa7VSBFYlnPJ,spotify:track:6HknRM996YMa7VSBFYlnPJ,485667,4,classic
104,0.366,0.0433,4,-30.56,1,0.0416,0.99,0.903,0.085,0.356,88.452,7FTzC8srNaQ0fTNOCyPeib,spotify:track:7FTzC8srNaQ0fTNOCyPeib,204007,4,classic
105,0.0989,0.0176,1,-30.951,1,0.042,0.978,0.651,0.0763,0.0351,89.327,3gEyQ5y2NvIaqfTG4VU98n,spotify:track:3gEyQ5y2NvIaqfTG4VU98n,272440,3,classic
106,0.251,0.0657,4,-20.757,0,0.0449,0.66,0.845,0.114,0.15,133.095,6oaSX9Q0uZi8x6DttspP5D,spotify:track:6oaSX9Q0uZi8x6DttspP5D,250253,3,classic
107,0.339,0.0937,2,-20.267,1,0.0394,0.931,0.293,0.252,0.458,123.048,0qFZYO72iBOhW7X6KbL44Q,spotify:track:0qFZYO72iBOhW7X6KbL44Q,167640,3,classic
108,0.119,0.031,2,-31.179,1,0.0483,0.964,0.165,0.111,0.0388,88.858,123zFAGx0F5ScgrLrCWGDX,spotify:track:123zFAGx0F5ScgrLrCWGDX,156573,4,classic
109,0.23,0.2,10,-18.457,1,0.0404,0.931,0.934,0.0855,0.185,103.923,18ZnvEB9bxLnvSogWRek79,spotify:track:18ZnvEB9bxLnvSogWRek79,204373,4,classic
110,0.0781,0.0462,0,-23.246,0,0.0365,0.559,0.863,0.188,0.0343,81.291,7bvuOKIFqMyRSkLozmaoRg,spotify:track:7bvuOKIFqMyRSkLozmaoRg,708933,4,classic
111,0.132,0.195,5,-16.485,1,0.0451,0.558,0.406,0.108,0.0492,163.425,29ym283kpgDLDvpHkBFmFN,spotify:track:29ym283kpgDLDvpHkBFmFN,176547,4,classic
112,0.201,0.0113,8,-37.468,1,0.0447,0.971,0.000853,0.0678,0.0387,128.673,3U34uG4BRoMb0lrlrOhtxC,spotify:track:3U34uG4BRoMb0lrlrOhtxC,201000,1,classic
113,0.176,0.132,1,-16.932,1,0.0408,0.953,0.586,0.0886,0.0835,74.287,7x5ULIYm82gnWvhYCXfzyj,spotify:track:7x5ULIYm82gnWvhYCXfzyj,119627,4,classic
114,0.0987,0.0949,1,-21.002,1,0.0441,0.993,0.353,0.0847,0.0363,174.606,0URENFI2Nk9oVMdhz4SQKM,spotify:track:0URENFI2Nk9oVMdhz4SQKM,232667,4,classic
115,0.625,0.351,10,-15.884,1,0.0423,0.878,0.938,0.0569,0.794,116.961,1bTXAKwE2Hztv13xTAhMQB,spotify:track:1bTXAKwE2Hztv13xTAhMQB,191493,4,classic
116,0.441,0.176,7,-15.719,0,0.0376,0.989,0.888,0.108,0.325,79.599,1opln0FV3xQdUJxt9bWhgB,spotify:track:1opln0FV3xQdUJxt9bWhgB,461000,4,classic
117,0.39,0.0462,0,-24.885,1,0.0429,0.976,0.624,0.0893,0.305,79.268,2z7iDr3N4NbW4VmwpQWbTS,spotify:track:2z7iDr3N4NbW4VmwpQWbTS,307893,4,classic
118,0.262,0.107,4,-17.973,1,0.0448,0.959,0.463,0.195,0.136,76.65,2Cc5z5swQrDqZiyCkZ0TnF,spotify:track:2Cc5z5swQrDqZiyCkZ0TnF,147040,4,classic
119,0.354,0.208,10,-17.761,1,0.0388,0.948,0.918,0.0802,0.327,148.049,1SHixA41Vy0TTlJJSX9Gbo,spotify:track:1SHixA41Vy0TTlJJSX9Gbo,431787,4,classic
120,0.235,0.166,5,-19.632,1,0.0347,0.992,0.87,0.101,0.0356,101.182,5bi8ryL6gy6a1BRXOf43y9,spotify:track:5bi8ryL6gy6a1BRXOf43y9,295560,4,classic
121,0.461,0.175,2,-17.217,1,0.037,0.848,0.762,0.0985,0.358,73.559,4TYZpMB5tGOdlMmnS2pB2m,spotify:track:4TYZpMB5tGOdlMmnS2pB2m,381467,4,classic
122,0.38,0.254,2,-24.967,1,0.0365,0.992,0.926,0.117,0.805,101.1,0nrCOJpS3gpwLvoANVZEeJ,spotify:track:0nrCOJpS3gpwLvoANVZEeJ,206427,4,classic
123,0.164,0.0185,3,-30.778,0,0.0412,0.988,0.888,0.0801,0.078,86.65,5a0nC0tGDJBpGMZu3PeekY,spotify:track:5a0nC0tGDJBpGMZu3PeekY,157067,4,classic
124,0.453,0.00715,5,-33.859,1,0.0709,0.995,0.931,0.0647,0.257,135.407,50VVlZROGaROAwNqAMxA6B,spotify:track:50VVlZROGaROAwNqAMxA6B,186200,3,classic
125,0.0704,0.0657,8,-19.466,1,0.0387,0.948,0.874,0.108,0.0361,61.017,36ArELybUeOgq9TCjrMsIb,spotify:track:36ArELybUeOgq9TCjrMsIb,1150160,4,classic
126,0.0667,0.047,9,-25.426,1,0.0425,0.928,0.9,0.0652,0.0281,75.446,2x6mect1PKsrxXmsg2O23B,spotify:track:2x6mect1PKsrxXmsg2O23B,596000,4,classic
127,0.354,0.0179,1,-24.846,1,0.0385,0.982,0.906,0.0831,0.0381,61.202,1EGFCxKCQ3isMnlPzEW8G1,spotify:track:1EGFCxKCQ3isMnlPzEW8G1,334053,4,classic
128,0.59,0.00399,7,-36.497,1,0.242,0.996,0.946,0.0683,0.182,74.381,7kTVe6XhIveidvkt8nb7jK,spotify:track:7kTVe6XhIveidvkt8nb7jK,219760,3,classic
129,0.441,0.319,3,-13.99,1,0.0392,0.829,0.0,0.0765,0.671,99.419,3nxaPqAOxUxkLhIhbvmv4t,spotify:track:3nxaPqAOxUxkLhIhbvmv4t,453507,4,classic
130,0.237,0.0606,7,-22.569,1,0.0374,0.91,0.939,0.131,0.256,136.284,07xafomqQcYmFJbr4jpfHa,spotify:track:07xafomqQcYmFJbr4jpfHa,179893,4,classic
131,0.375,0.121,0,-23.44,1,0.0406,0.984,0.871,0.0984,0.453,147.398,0Gh45IbIKOG9IucFfrZqLT,spotify:track:0Gh45IbIKOG9IucFfrZqLT,424307,4,classic
132,0.102,0.0259,8,-30.196,0,0.0444,0.964,0.864,0.0972,0.0319,90.128,1oMtwEc8xjDTNarCsMlI8B,spotify:track:1oMtwEc8xjDTNarCsMlI8B,644333,4,classic
133,0.444,0.116,4,-23.172,0,0.041,0.977,0.868,0.0862,0.512,150.319,06am46cX3Z6YlSsg0TyVHA,spotify:track:06am46cX3Z6YlSsg0TyVHA,145613,4,classic
134,0.106,0.227,3,-15.286,1,0.0462,0.877,0.738,0.112,0.0391,59.94,1t4F79zRBJTwZAzmbO1LI0,spotify:track:1t4F79zRBJTwZAzmbO1LI0,530280,4,classic
135,0.159,0.0401,7,-27.516,1,0.0446,0.984,0.76,0.156,0.106,106.239,67TCAXIe154ZGDNaWceqxC,spotify:track:67TCAXIe154ZGDNaWceqxC,462627,4,classic
136,0.548,0.208,1,-21.278,1,0.0421,0.764,0.22,0.0929,0.79,144.352,4ZP3UMVksKg07IeeAjHkEy,spotify:track:4ZP3UMVksKg07IeeAjHkEy,230507,3,classic
137,0.0874,0.0474,4,-23.13,0,0.0532,0.924,0.768,0.149,0.0331,72.393,7wvy3ROg2vEJyWgjDvMD8m,spotify:track:7wvy3ROg2vEJyWgjDvMD8m,236827,3,classic
138,0.191,0.0946,10,-25.59,1,0.037,0.99,0.933,0.101,0.348,111.21,1Q9JMojxHHF6JbEJAKJLgj,spotify:track:1Q9JMojxHHF6JbEJAKJLgj,100347,4,classic
139,0.36,0.196,6,-13.706,1,0.037,0.961,6.05e-06,0.0911,0.401,118.233,30CNRidKfNGwImhmvHpUS0,spotify:track:30CNRidKfNGwImhmvHpUS0,143573,5,classic
140,0.129,0.00212,7,-43.738,0,0.0417,0.866,0.662,0.082,0.039,99.253,1CDEWKmyRTPWWa7uIKVSU4,spotify:track:1CDEWKmyRTPWWa7uIKVSU4,208067,3,classic
141,0.123,0.225,4,-16.798,1,0.0351,0.73,0.509,0.0658,0.055,78.132,0mTUTkFQ2MxmUHFL8EdfeR,spotify:track:0mTUTkFQ2MxmUHFL8EdfeR,192453,3,classic
142,0.11,0.128,2,-21.281,1,0.0458,0.979,0.871,0.368,0.0398,81.059,0iEIVX3DPGPX3ESUEXNsQv,spotify:track:0iEIVX3DPGPX3ESUEXNsQv,649200,3,classic
143,0.194,0.101,11,-21.772,1,0.048,0.931,0.714,0.221,0.074,91.74,5UUNrbwbYIkNshq22NNKrX,spotify:track:5UUNrbwbYIkNshq22NNKrX,266733,3,classic
144,0.24,0.0834,6,-29.545,0,0.0499,0.978,0.944,0.0804,0.188,169.621,4VVEfBXep7FdOt524jkfLF,spotify:track:4VVEfBXep7FdOt524jkfLF,159320,4,classic
145,0.405,0.318,9,-17.14,1,0.0565,0.938,0.723,0.284,0.342,151.434,7hOLwSaTSkrqxSMzj4bXI1,spotify:track:7hOLwSaTSkrqxSMzj4bXI1,424653,4,classic
146,0.291,0.0981,8,-23.156,1,0.0398,0.95,0.865,0.275,0.194,138.168,1uARLLfeQPlBf1jSN4P0yK,spotify:track:1uARLLfeQPlBf1jSN4P0yK,249640,4,classic
147,0.0992,0.226,9,-14.84,0,0.0339,0.937,0.903,0.183,0.0605,79.518,53ann6bENp7BF8uklrzQAp,spotify:track:53ann6bENp7BF8uklrzQAp,256493,4,classic
0,0.159,0.0397,7,-23.837,1,0.0453,0.964,0.847,0.119,0.0749,92.65,5EGQC8qSbx5xQD8dlat1R3,spotify:track:5EGQC8qSbx5xQD8dlat1R3,219693,4,classic
1,0.235,0.0231,1,-25.674,1,0.0407,0.984,0.935,0.125,0.0393,69.217,3PkHY26Ua6b4excwJF4BJV,spotify:track:3PkHY26Ua6b4excwJF4BJV,389166,3,classic
2,0.218,0.0152,4,-26.712,0,0.0398,0.825,0.111,0.0977,0.0397,138.911,55y9ce2JfstanLCafsrtwx,spotify:track:55y9ce2JfstanLCafsrtwx,530549,4,classic
3,0.253,0.0195,2,-30.795,0,0.0415,0.991,0.884,0.0702,0.162,70.553,2MtA39EOxz5Cv2ub9HPatZ,spotify:track:2MtA39EOxz5Cv2ub9HPatZ,178253,4,classic
4,0.215,0.00635,6,-28.122,0,0.0414,0.983,0.875,0.0993,0.114,66.989,7A5dYneDw3MosZYSGSkMzC,spotify:track:7A5dYneDw3MosZYSGSkMzC,259353,3,classic
5,0.266,0.159,7,-15.799,1,0.0428,0.909,0.28,0.0824,0.0384,123.158,4QpXL7upDeUJDkqtJGWaiK,spotify:track:4QpXL7upDeUJDkqtJGWaiK,489067,4,classic
6,0.29,0.492,7,-9.284,0,0.0377,0.369,0.811,0.0951,0.318,108.264,49C2DoPRXGGyjcE1hC3iOB,spotify:track:49C2DoPRXGGyjcE1hC3iOB,198140,4,classic
7,0.222,0.015,10,-30.656,1,0.0407,0.977,0.89,0.106,0.0665,113.881,1qopbkJ8dow2t6XobK0YUm,spotify:track:1qopbkJ8dow2t6XobK0YUm,198040,4,classic
8,0.443,0.295,9,-17.8,1,0.0687,0.992,0.791,0.0818,0.886,123.299,7LqCLnxc1uZAjnZ9IIXnrx,spotify:track:7LqCLnxc1uZAjnZ9IIXnrx,226000,3,classic
9,0.18,0.085,2,-23.656,0,0.0444,0.989,0.781,0.285,0.0315,129.205,4Dk0dJr22QiEYfcDIMlx7K,spotify:track:4Dk0dJr22QiEYfcDIMlx7K,358493,4,classic
10,0.231,0.0228,0,-28.158,1,0.0459,0.987,0.82,0.0724,0.0315,79.953,5eSsPO2yhnH3wONeMmemOW,spotify:track:5eSsPO2yhnH3wONeMmemOW,204133,3,classic
11,0.258,0.0776,9,-21.689,0,0.0423,0.98,0.92,0.11,0.052,87.679,3O1H0oDx8ie3oGfpkh7vjl,spotify:track:3O1H0oDx8ie3oGfpkh7vjl,311400,4,classic
12,0.445,0.287,8,-20.439,1,0.0386,0.98,0.896,0.105,0.113,177.018,6N5jV5NGoYLeGRaY6FgWXQ,spotify:track:6N5jV5NGoYLeGRaY6FgWXQ,247797,5,classic
13,0.123,0.00349,9,-27.803,0,0.0462,0.966,0.278,0.0918,0.0421,80.008,7F2hYeuIIfLrTg7FuAPjPz,spotify:track:7F2hYeuIIfLrTg7FuAPjPz,192101,3,classic
14,0.474,0.0981,6,-23.956,1,0.0333,0.994,0.933,0.113,0.168,116.69,5OjGCUApXFcYcDRkU0o9xJ,spotify:track:5OjGCUApXFcYcDRkU0o9xJ,193530,4,classic
15,0.0863,0.152,9,-19.425,0,0.0407,0.864,0.784,0.1,0.04,85.218,0rUBl0Fu9Dkzv7taNrFTqa,spotify:track:0rUBl0Fu9Dkzv7taNrFTqa,171360,3,classic
16,0.548,0.00027,4,-30.115,1,0.479,0.993,0.958,0.105,0.59,128.561,0W7s30iwtHTCrD7IYbJR9s,spotify:track:0W7s30iwtHTCrD7IYbJR9s,253027,3,classic
17,0.225,0.164,9,-16.979,0,0.035,0.863,0.908,0.0866,0.0704,127.497,6hIAiqwxWaqdCzm1KjxfGv,spotify:track:6hIAiqwxWaqdCzm1KjxfGv,364400,4,classic
18,0.289,0.144,4,-19.553,0,0.0375,0.491,0.91,0.117,0.0355,100.485,4kYkhUeED2IIkThEgO0FCr,spotify:track:4kYkhUeED2IIkThEgO0FCr,254227,4,classic
19,0.19,0.0694,7,-24.396,0,0.0425,0.93,0.924,0.133,0.0396,135.782,6lrvblfgaeeRu0LqsUVnLT,spotify:track:6lrvblfgaeeRu0LqsUVnLT,238467,3,classic
20,0.286,0.0967,2,-21.161,1,0.0476,0.973,0.000703,0.159,0.0383,85.791,39w9bKkkyPVLIJnelugtxt,spotify:track:39w9bKkkyPVLIJnelugtxt,333947,4,classic
21,0.292,0.0913,5,-24.63,0,0.041,0.966,0.913,0.108,0.0453,128.653,2PkUDZoUyP8pwLl0nBFjbN,spotify:track:2PkUDZoUyP8pwLl0nBFjbN,247680,4,classic
22,0.242,0.0692,1,-22.291,1,0.0489,0.992,0.943,0.179,0.129,75.834,6caHBsmN7MtREZyd0U48ez,spotify:track:6caHBsmN7MtREZyd0U48ez,288693,1,classic
23,0.261,0.719,11,-8.468,0,0.0486,0.0143,0.363,0.151,0.312,135.01,75yRQ1RE96bpNPhQvcOveR,spotify:track:75yRQ1RE96bpNPhQvcOveR,269765,4,classic
24,0.4,0.469,6,-10.939,1,0.0268,0.95,0.964,0.119,0.0782,104.691,14XzQtHoqRMUeQ9IL3Pe8W,spotify:track:14XzQtHoqRMUeQ9IL3Pe8W,274973,4,classic
25,0.181,0.0759,9,-23.548,1,0.0436,0.289,0.000203,0.0813,0.186,70.377,6dbBoV3voBJNqxNLFZos6k,spotify:track:6dbBoV3voBJNqxNLFZos6k,179360,4,classic
26,0.191,0.101,0,-22.547,0,0.0447,0.969,0.9,0.0975,0.039,125.081,3XQzq3w5v0lQmBJKnUjf7C,spotify:track:3XQzq3w5v0lQmBJKnUjf7C,123528,4,classic
27,0.308,0.0782,0,-26.162,0,0.0324,0.736,0.927,0.131,0.321,69.447,2Ly85Wssb6yAn3Oar2DPcR,spotify:track:2Ly85Wssb6yAn3Oar2DPcR,255000,3,classic
28,0.208,0.367,0,-12.204,1,0.0325,0.819,0.853,0.378,0.181,72.018,4EWj3ebv27k74KaaPJz4EH,spotify:track:4EWj3ebv27k74KaaPJz4EH,228107,4,classic
29,0.13,0.0284,0,-27.352,0,0.0556,0.981,0.882,0.0929,0.0397,87.756,0UWGbA96TH6Xt4B4z8cTQw,spotify:track:0UWGbA96TH6Xt4B4z8cTQw,318253,4,classic
30,0.221,0.07,10,-25.274,1,0.045,0.963,0.303,0.103,0.0713,137.817,1IxE73yoWurtokeYxuP7ST,spotify:track:1IxE73yoWurtokeYxuP7ST,129427,1,classic
