,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,uri,duration_ms,time_signature,popularity,artist_followers
34,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,2QjOHCTQ1Jl3zawyYOpxh6,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,240400,4,90,9570882
35,0.669,0.773,0,-5.619,1,0.153,0.038,0.0,0.113,0.377,93.923,32vE1nuG8T9c8bhmZdRY6d,spotify:track:32vE1nuG8T9c8bhmZdRY6d,185857,4,81,37542621
36,0.695,0.69,1,-5.805,0,0.0233,0.0328,0.697,0.113,0.741,92.977,2FPmvXIMpjgzJQbUeJo8Iv,spotify:track:2FPmvXIMpjgzJQbUeJo8Iv,293427,4,60,1502078
37,0.601,0.741,2,-5.569,1,0.0478,0.185,2.91e-05,0.415,0.441,153.96,6I3mqTwhRpn34SLVafSH7G,spotify:track:6I3mqTwhRpn34SLVafSH7G,153190,4,90,63304518
38,0.824,0.764,5,-4.175,0,0.0854,0.0888,0.00294,0.117,0.881,107.998,6Uj1ctrBOjOas8xZXGqKk4,spotify:track:6Uj1ctrBOjOas8xZXGqKk4,172627,4,91,20461667
39,0.603,0.783,6,-4.023,1,0.062,0.449,7.96e-06,0.119,0.775,172.041,37y7iDayfwm3WXn5BiAoRk,spotify:track:37y7iDayfwm3WXn5BiAoRk,173104,4,86,1502078
40,0.614,0.68,6,-4.58,1,0.0289,0.369,1.84e-06,0.115,0.707,149.959,6foY66mWZN0pSRjZ408c00,spotify:track:6foY66mWZN0pSRjZ408c00,234347,4,82,3658864
41,0.849,0.424,5,-9.579,0,0.324,0.0635,0.0,0.0834,0.153,145.887,2BcMwX1MPV6ZHP4tUT9uq6,spotify:track:2BcMwX1MPV6ZHP4tUT9uq6,242966,4,85,65256293
42,0.883,0.657,8,-5.748,1,0.305,0.0603,0.0,0.128,0.284,124.992,1qMMYpVatbRITKCfq1gasi,spotify:track:1qMMYpVatbRITKCfq1gasi,172933,4,82,11852067
43,0.853,0.495,6,-14.63,1,0.14,0.0917,0.000217,0.0844,0.0774,137.027,4rmVZajAF7PkrCagGPHbqa,spotify:track:4rmVZajAF7PkrCagGPHbqa,243228,4,87,65256293
44,0.699,0.75,9,-6.481,0,0.0542,0.543,0.0137,0.333,0.887,151.035,6uVZddXkgQIArp8myEHs4x,spotify:track:6uVZddXkgQIArp8myEHs4x,295413,3,62,1502078
45,0.877,0.56,7,-3.751,1,0.0596,0.00721,1.45e-06,0.0839,0.154,119.971,3S68RFe1lsdCdTMPIMJM3X,spotify:track:3S68RFe1lsdCdTMPIMJM3X,216136,4,85,4045810
46,0.795,0.8,1,-6.32,1,0.0309,0.0354,7.25e-05,0.0915,0.934,116.032,6JIC3hbC28JZKZ8AlAqX8h,spotify:track:6JIC3hbC28JZKZ8AlAqX8h,202735,4,85,9670026
47,0.539,0.508,10,-6.05,1,0.0288,0.727,0.0,0.174,0.227,101.358,0T5iIrXA4p5GsubkhuBIKV,spotify:track:0T5iIrXA4p5GsubkhuBIKV,177720,3,91,140670
48,0.582,0.568,1,-7.3,1,0.0275,0.577,0.0,0.105,0.394,121.991,4686eQ81DEswHa90bcdlC9,spotify:track:4686eQ81DEswHa90bcdlC9,207541,3,80,130825
49,0.52,0.852,0,-5.866,1,0.0543,0.00237,5.79e-05,0.0733,0.234,140.267,58ge6dfP91o9oXMzq3XkIS,spotify:track:58ge6dfP91o9oXMzq3XkIS,253587,4,81,15061343
0,0.628,0.775,2,-4.479,1,0.0535,0.159,0.0,0.33,0.674,106.382,4IfrM44LofE9bSs6TDZS49,spotify:track:4IfrM44LofE9bSs6TDZS49,278119,3,75,121475
1,0.542,0.918,6,-5.074,1,0.0937,0.0101,0.0,0.259,0.784,150.094,60ReNXcPcsVFd7nUuQw5HZ,spotify:track:60ReNXcPcsVFd7nUuQw5HZ,213438,4,77,4627284
2,0.749,0.85,10,-5.39,0,0.126,0.203,0.0,0.18,0.912,117.968,2uMNMcjjUz8oNIxjIu20qE,spotify:track:2uMNMcjjUz8oNIxjIu20qE,253154,4,78,1645200
3,0.596,0.735,9,-6.362,1,0.0332,0.0748,0.0,0.269,0.524,108.106,1Vqs0lXeJafYZz2sxnfB3V,spotify:track:1Vqs0lXeJafYZz2sxnfB3V,234324,4,76,490181
4,0.736,0.695,7,-3.87,1,0.0468,0.0209,0.0,0.0517,0.784,109.976,4NaaF28BeO9WzjDrSS71Nz,spotify:track:4NaaF28BeO9WzjDrSS71Nz,203150,4,71,2078745
5,0.367,0.671,5,-4.604,1,0.0478,0.222,0.0,0.494,0.691,179.833,4JK1kDUdH9RTBQrrSO1QfR,spotify:track:4JK1kDUdH9RTBQrrSO1QfR,230600,4,74,1158026
6,0.838,0.729,1,-5.733,0,0.0802,0.0195,0.0089,0.101,0.619,129.999,2wRKOmpe6I7q6k69bkjuFU,spotify:track:2wRKOmpe6I7q6k69bkjuFU,193511,4,68,172975
7,0.598,0.511,4,-6.015,1,0.0423,0.245,0.0,0.0732,0.652,171.845,5W7Y92LB4jWvu9NeEQ0GZl,spotify:track:5W7Y92LB4jWvu9NeEQ0GZl,219253,4,72,679930
8,0.793,0.859,2,-2.998,1,0.0544,0.0356,0.0,0.0343,0.392,97.001,5rJ7bdPmr8nfmm2JQ8xHOz,spotify:track:5rJ7bdPmr8nfmm2JQ8xHOz,168107,4,70,345505
9,0.697,0.556,6,-5.089,1,0.0364,0.698,0.0,0.0991,0.404,89.987,1VHL1PIkhDwWbFc65xHwOr,spotify:track:1VHL1PIkhDwWbFc65xHwOr,232453,4,70,354422
10,0.463,0.603,7,-5.464,1,0.0276,0.495,0.0,0.167,0.477,148.089,4kPlQKwtPrnqLgrmmKFSlA,spotify:track:4kPlQKwtPrnqLgrmmKFSlA,286360,4,71,1158026
11,0.419,0.75,10,-3.546,1,0.0316,0.011,0.0,0.159,0.436,145.867,5m1i6hq7dmRlp3c1utE48L,spotify:track:5m1i6hq7dmRlp3c1utE48L,285396,4,74,3083712
12,0.494,0.986,7,-2.262,1,0.243,0.0505,4.41e-06,0.334,0.421,175.003,2l2yRJWgMiJkfPbRNiuC25,spotify:track:2l2yRJWgMiJkfPbRNiuC25,228214,4,74,1198668
13,0.746,0.765,6,-4.41,0,0.0993,0.0112,0.0,0.0936,0.737,114.044,5QDLhrAOJJdNAmCTJ8xMyW,spotify:track:5QDLhrAOJJdNAmCTJ8xMyW,199054,4,86,52362200
14,0.628,0.533,0,-7.235,1,0.0417,0.643,0.0,0.0733,0.459,79.953,0J0P8iSE6l3pYHbUdNFYdS,spotify:track:0J0P8iSE6l3pYHbUdNFYdS,193990,4,74,2291184
15,0.518,0.773,2,-7.454,1,0.0468,0.237,3.61e-06,0.126,0.526,147.937,2mRMcwDCNyYvBXaoUxmsmE,spotify:track:2mRMcwDCNyYvBXaoUxmsmE,258208,4,72,490181
16,0.794,0.877,9,-3.608,0,0.0827,0.0482,1.99e-06,0.241,0.506,119.013,4OelNEcxPGoCOU29fchcsv,spotify:track:4OelNEcxPGoCOU29fchcsv,191440,4,72,75294
17,0.606,0.579,5,-5.582,1,0.033,0.512,0.0,0.381,0.661,149.988,19mjCzLuMHZ0Tyn3eI85bo,spotify:track:19mjCzLuMHZ0Tyn3eI85bo,248947,4,71,1158026
18,0.549,0.861,1,-2.526,1,0.0459,0.22,0.0,0.361,0.739,82.042,2IL2asrtx7XM1y8fu2RMnR,spotify:track:2IL2asrtx7XM1y8fu2RMnR,248653,4,73,236777
19,0.746,0.764,2,-6.833,1,0.0462,0.00803,0.0,0.357,0.701,116.982,51oc6MEsXTpnPn6GOw5VuP,spotify:track:51oc6MEsXTpnPn6GOw5VuP,231883,4,70,679585
20,0.641,0.698,10,-3.934,1,0.0307,0.028,0.0,0.13,0.521,113.041,0zfNtgPJ5FLkbveRjSdCMb,spotify:track:0zfNtgPJ5FLkbveRjSdCMb,251051,4,71,21404
21,0.725,0.853,10,-3.193,1,0.0516,0.305,0.0,0.115,0.707,134.991,1zd35Y44Blc1CwwVbW3Qnk,spotify:track:1zd35Y44Blc1CwwVbW3Qnk,248027,4,73,4019609
22,0.619,0.941,8,-1.618,1,0.0584,0.0439,1.73e-05,0.318,0.624,137.967,6IO5nn84TKArsi3cjpIqaD,spotify:track:6IO5nn84TKArsi3cjpIqaD,242067,4,72,504642
23,0.367,0.896,11,-4.002,1,0.091,0.000627,0.0,0.207,0.38,170.863,7v8wKvNQQIxkugCFFjrkaO,spotify:track:7v8wKvNQQIxkugCFFjrkaO,184893,4,78,1913063
24,0.676,0.461,1,-6.746,0,0.143,0.0322,1.01e-06,0.358,0.715,87.917,5SuOikwiRyPMVoIQDJUgSV,spotify:track:5SuOikwiRyPMVoIQDJUgSV,230667,4,76,1333005
25,0.759,0.459,8,-5.187,1,0.0948,0.00323,0.0,0.0788,0.695,109.997,6jjYDGxVJsWS0a5wlVF5vS,spotify:track:6jjYDGxVJsWS0a5wlVF5vS,164952,4,82,52362200
26,0.877,0.639,2,-5.509,1,0.0496,0.108,0.0,0.0806,0.79,115.028,0rPrGZTtScNSRL2jZoooKO,spotify:track:0rPrGZTtScNSRL2jZoooKO,181013,4,72,126847
28,0.595,0.909,6,-3.594,0,0.0341,6.4e-05,0.000355,0.387,0.537,118.021,5PeXak0Ox3JmH2oor0qnGt,spotify:track:5PeXak0Ox3JmH2oor0qnGt,255914,4,73,887112
29,0.559,0.885,1,-4.515,1,0.189,0.0432,0.0,0.333,0.683,172.029,10SRMwb9EuVS1K9rYsBfHQ,spotify:track:10SRMwb9EuVS1K9rYsBfHQ,193594,4,92,52362200
30,0.663,0.871,8,-5.287,1,0.03,0.00299,1.8e-06,0.337,0.826,130.025,6MCjmGYlw6mQVWRFVgBRvB,spotify:track:6MCjmGYlw6mQVWRFVgBRvB,258840,4,75,4019609
31,0.448,0.447,6,-7.161,0,0.045,0.234,0.0,0.382,0.299,78.861,0XZyF9lv6diMt4bxThOL0h,spotify:track:0XZyF9lv6diMt4bxThOL0h,251533,4,71,217886
32,0.725,0.75,11,-5.694,1,0.0772,0.0242,0.0,0.101,0.888,101.19,6qn31XzTa6YKXs5FZpAPgP,spotify:track:6qn31XzTa6YKXs5FZpAPgP,171547,4,70,25266
33,0.204,0.708,1,-5.425,1,0.0458,0.442,0.0,0.319,0.278,83.443,6ZiEWet0uFRwWBCEKCQ8rY,spotify:track:6ZiEWet0uFRwWBCEKCQ8rY,307667,4,74,2291184
34,0.53,0.628,0,-4.641,1,0.0253,0.447,0.0,0.0963,0.297,76.055,0l2wnmSJ8rW5dvS2eW3xNp,spotify:track:0l2wnmSJ8rW5dvS2eW3xNp,307120,4,20,2078745
35,0.622,0.309,10,-6.291,0,0.0481,0.776,0.0,0.122,0.571,73.897,3PK5ERLCyMuQ5Cb89GbZVL,spotify:track:3PK5ERLCyMuQ5Cb89GbZVL,208896,4,72,236699
36,0.702,0.741,9,-5.33,1,0.0427,0.00544,0.0,0.337,0.646,124.925,3XYRV7ZSHqIRDG87DKTtry,spotify:track:3XYRV7ZSHqIRDG87DKTtry,187585,4,82,52362200
37,0.633,0.719,1,-8.329,1,0.0418,0.3,2.23e-05,0.34,0.334,112.013,3sFdaHo9D3hfiFt2wVi6a5,spotify:track:3sFdaHo9D3hfiFt2wVi6a5,263120,4,73,3948133
38,0.5,0.964,2,-4.19,1,0.124,0.00723,6.2e-05,0.0557,0.662,159.971,7ncPjJBktLEOpstY5JOUMK,spotify:track:7ncPjJBktLEOpstY5JOUMK,190607,4,74,2291184
39,0.642,0.587,10,-5.53,1,0.0268,0.293,0.0,0.0784,0.361,89.96,6tkSMR8bEIfEcJn7ybJtSP,spotify:track:6tkSMR8bEIfEcJn7ybJtSP,269547,4,70,270733
41,0.863,0.62,7,-7.167,1,0.135,0.0508,0.00324,0.129,0.432,103.971,296nXCOv97WJNRWzIBQnoj,spotify:track:296nXCOv97WJNRWzIBQnoj,168437,4,84,370774
42,0.494,0.862,10,-4.608,1,0.041,0.354,0.00431,0.13,0.587,94.99,34PR0zLBVl7VMF9E7dDwdo,spotify:track:34PR0zLBVl7VMF9E7dDwdo,295681,4,55,2291184
43,0.703,0.709,1,-4.169,0,0.0433,0.00379,5.43e-05,0.333,0.538,117.941,0Q5VnK2DYzRyfqQRJuUtvi,spotify:track:0Q5VnK2DYzRyfqQRJuUtvi,177187,4,85,827004
44,0.516,0.791,3,-1.927,1,0.0318,0.00345,0.0,0.141,0.48,96.921,278JqkBGkjDovOYAwE8TW7,spotify:track:278JqkBGkjDovOYAwE8TW7,324633,4,72,4627284
45,0.346,0.901,1,-4.617,1,0.12,0.0103,0.0,0.358,0.434,199.934,6wDntdm888mDo458RaYjGl,spotify:track:6wDntdm888mDo458RaYjGl,241680,4,69,4627284
46,0.666,0.923,5,-2.362,0,0.0712,0.0836,0.0,0.315,0.861,128.014,0UBUg8NU4XJtQqzTPs8Pkr,spotify:track:0UBUg8NU4XJtQqzTPs8Pkr,220253,4,69,4019609
47,0.598,0.847,1,-2.54,1,0.205,0.0655,9.92e-05,0.307,0.728,169.959,6uhIF5J5Txaie0is2nXdxU,spotify:track:6uhIF5J5Txaie0is2nXdxU,205480,4,68,4019609
48,0.661,0.448,6,-5.761,1,0.0522,0.543,0.0,0.0818,0.299,78.114,6cvKfEw8rDcmXBslqSEC9G,spotify:track:6cvKfEw8rDcmXBslqSEC9G,271280,4,71,3898916
49,0.538,0.869,8,-3.464,1,0.0275,0.047,0.0,0.14,0.369,91.972,15HNdxGKNCIO9pgaY4n7FU,spotify:track:15HNdxGKNCIO9pgaY4n7FU,326843,4,59,4627284
0,0.758,0.599,4,-5.99,0,0.0877,0.57,1.13e-06,0.129,0.557,129.96,4ZpIuzx91EAPK3VimONbfB,spotify:track:4ZpIuzx91EAPK3VimONbfB,219188,4,77,1044
1,0.66,0.72,3,-5.874,0,0.0753,0.301,0.0,0.226,0.628,99.937,6OZwia8loN0aPS0vTvsBjR,spotify:track:6OZwia8loN0aPS0vTvsBjR,192960,4,82,1584318
2,0.745,0.801,3,-6.545,0,0.724,0.439,1.13e-06,0.519,0.486,143.011,6KHsTu4Ht4XYiWcZOOdwbW,spotify:track:6KHsTu4Ht4XYiWcZOOdwbW,195560,4,80,79482
3,0.814,0.789,11,-6.29,1,0.0405,0.365,0.000502,0.137,0.842,107.003,3BnDvpeuGOj21Ir2aVEtQo,spotify:track:3BnDvpeuGOj21Ir2aVEtQo,219669,4,75,859616
4,0.862,0.696,0,-4.519,1,0.0538,0.326,0.00467,0.0418,0.519,140.018,6Qe7YCkIOc1iaw9HKqO3qV,spotify:track:6Qe7YCkIOc1iaw9HKqO3qV,159360,4,70,3358888
5,0.603,0.802,4,-5.089,0,0.111,0.306,5.06e-05,0.124,0.787,130.121,6PrB4KpvuoYWtwjPC5a44S,spotify:track:6PrB4KpvuoYWtwjPC5a44S,176120,4,75,3358888
7,0.786,0.757,9,-4.889,0,0.106,0.0978,0.00106,0.131,0.898,175.903,3fgEIHsl6ecyAK1rpAxBIY,spotify:track:3fgEIHsl6ecyAK1rpAxBIY,189867,4,77,5584347
8,0.854,0.867,6,-3.63,1,0.0534,0.122,1.53e-06,0.131,0.787,129.989,7eb7JIRN6HKpedFSDGd4yI,spotify:track:7eb7JIRN6HKpedFSDGd4yI,168878,4,67,947950
9,0.486,0.786,4,-6.468,0,0.209,0.441,4.46e-06,0.077,0.534,94.644,48BdA5qBxXVoe59xvu0bwc,spotify:track:48BdA5qBxXVoe59xvu0bwc,217947,3,72,517446
11,0.684,0.493,6,-7.946,0,0.124,0.517,0.0,0.0672,0.501,119.087,6kwmp0U8M1tPvgPHqvbwsr,spotify:track:6kwmp0U8M1tPvgPHqvbwsr,183053,4,77,262632
12,0.798,0.763,10,-6.134,0,0.0654,0.204,0.0,0.213,0.698,132.016,6aZPMuJetqwKQCPClCNgd3,spotify:track:6aZPMuJetqwKQCPClCNgd3,163977,4,66,142269
14,0.845,0.797,1,-4.984,1,0.139,0.0582,5.57e-06,0.167,0.422,121.985,7fZBQnc0zXwVybgCIrQQil,spotify:track:7fZBQnc0zXwVybgCIrQQil,151475,4,88,153856
15,0.814,0.817,11,-5.456,0,0.206,0.203,0.0,0.152,0.768,139.955,5QowMIujytktMDC8pktNXH,spotify:track:5QowMIujytktMDC8pktNXH,241160,4,74,1996062
16,0.895,0.704,7,-6.605,0,0.204,0.0842,0.0,0.129,0.681,123.972,4BuRrEwP1C4E8NkpUMe6mI,spotify:track:4BuRrEwP1C4E8NkpUMe6mI,234213,4,70,5584347
17,0.677,0.841,9,-7.179,1,0.378,0.162,0.0,0.141,0.563,138.906,2wXS2IXCyBX0WL76LLYT31,spotify:track:2wXS2IXCyBX0WL76LLYT31,158227,4,67,517446
18,0.64,0.863,7,-3.864,0,0.0321,0.0152,0.088,0.301,0.36,128.042,181AxLRTyYh9WUxEjmJt1Y,spotify:track:181AxLRTyYh9WUxEjmJt1Y,168374,4,64,202268
19,0.787,0.827,1,-6.441,1,0.13,0.476,0.00071,0.135,0.657,145.072,6KNw3UKRp3QRsO7Cf4ASVE,spotify:track:6KNw3UKRp3QRsO7Cf4ASVE,142028,4,77,517446
20,0.664,0.656,7,-7.089,1,0.0399,0.408,0.0,0.246,0.562,169.978,3wfQEIvOfeVkXgGZogK3gL,spotify:track:3wfQEIvOfeVkXgGZogK3gL,189520,4,75,531397
21,0.785,0.834,5,-6.336,0,0.0658,0.045,0.0,0.0777,0.686,133.945,3mTOTW2KnH9pJlpy5o3cJK,spotify:track:3mTOTW2KnH9pJlpy5o3cJK,189627,4,65,1584318
23,0.808,0.506,11,-9.949,0,0.436,0.115,0.0,0.124,0.32,135.087,4RVPmkIVvzcWF27zfn3sap,spotify:track:4RVPmkIVvzcWF27zfn3sap,159718,4,74,79482
24,0.772,0.75,5,-3.67,0,0.0455,0.0201,0.0,0.074,0.587,114.061,54ipXppHLA8U4yqpOFTUhr,spotify:track:54ipXppHLA8U4yqpOFTUhr,165265,4,73,41276563
25,0.906,0.518,1,-7.104,1,0.18,0.00864,0.00174,0.0711,0.259,146.06,3im90dPSC5z1PYJ305kgSy,spotify:track:3im90dPSC5z1PYJ305kgSy,166373,4,73,517446
26,0.919,0.779,7,-4.739,0,0.147,0.258,0.0,0.0991,0.941,138.038,46vfSYsDJZaNQcD4YvT8GD,spotify:track:46vfSYsDJZaNQcD4YvT8GD,189400,4,72,1996062
27,0.766,0.295,0,-7.893,0,0.0464,0.947,4.44e-05,0.119,0.805,136.016,6Y46tOTRhkBamosyuWa6YX,spotify:track:6Y46tOTRhkBamosyuWa6YX,188107,4,76,5521593
28,0.41,0.611,4,-8.271,0,0.0467,0.0228,0.0,0.116,0.0899,185.727,58HvfVOeJY7lUuCqF0m3ly,spotify:track:58HvfVOeJY7lUuCqF0m3ly,184448,3,93,277580
29,0.62,0.458,2,-10.557,1,0.269,0.521,0.0,0.11,0.518,125.132,2toEys3zZ8rRB242Na7FZh,spotify:track:2toEys3zZ8rRB242Na7FZh,198397,4,75,242121
30,0.738,0.549,6,-9.704,1,0.0513,0.638,0.402,0.111,0.475,98.965,6lZ5p6VTbZ2ZvnsdTlLv7I,spotify:track:6lZ5p6VTbZ2ZvnsdTlLv7I,164848,4,80,858478
31,0.837,0.615,6,-5.274,0,0.0762,0.37,1.29e-05,0.0914,0.858,130.062,1cgRpYVOkYnxomkDpYLyba,spotify:track:1cgRpYVOkYnxomkDpYLyba,181467,4,73,2586870
32,0.739,0.741,4,-7.386,0,0.174,0.276,0.0,0.19,0.616,94.964,2cHQh4eyfAasH8AzkiFtJO,spotify:track:2cHQh4eyfAasH8AzkiFtJO,174618,4,63,4225984
33,0.648,0.599,7,-8.611,0,0.0799,0.474,6.81e-06,0.121,0.213,120.985,6HTJgY7iWWlVLSDHsfHePf,spotify:track:6HTJgY7iWWlVLSDHsfHePf,177705,4,75,6457837
34,0.522,0.934,2,-3.712,0,0.048,0.00179,0.000322,0.301,0.0783,145.012,6rg7j8ig8msX7THtUH7Kxa,spotify:track:6rg7j8ig8msX7THtUH7Kxa,131172,4,60,51738
35,0.77,0.599,10,-8.943,0,0.189,0.0759,1.94e-05,0.125,0.524,93.006,1kXFslzdPEkOs5QC5GkdN4,spotify:track:1kXFslzdPEkOs5QC5GkdN4,159573,4,53,147771
36,0.901,0.939,6,-2.762,1,0.274,0.117,0.0,0.0643,0.805,142.948,717QGTmZdkemDaCo1vQHG0,spotify:track:717QGTmZdkemDaCo1vQHG0,356347,4,64,187250
37,0.805,0.637,6,-6.515,1,0.0869,0.228,0.0,0.071,0.678,140.045,1bwhDrXcAtqePp8mNJ0pTe,spotify:track:1bwhDrXcAtqePp8mNJ0pTe,179427,4,69,1996062
38,0.751,0.61,10,-8.368,0,0.485,0.337,0.0,0.11,0.525,167.983,5S12Ds2RswM2ITC0u1J01f,spotify:track:5S12Ds2RswM2ITC0u1J01f,187027,4,75,6457837
41,0.673,0.636,10,-7.431,1,0.0771,0.268,0.0,0.108,0.438,127.021,0i9RysNKssk6syOrKDX3U2,spotify:track:0i9RysNKssk6syOrKDX3U2,210933,4,70,517446
43,0.618,0.698,10,-5.362,0,0.272,0.181,0.0,0.154,0.784,178.143,5cqLFudVQryezmVFmmyRJN,spotify:track:5cqLFudVQryezmVFmmyRJN,210958,4,76,3465637
44,0.695,0.63,8,-7.16,0,0.035,0.229,0.0,0.118,0.55,130.968,3D29kjUyWxsT3jUUTtARVQ,spotify:track:3D29kjUyWxsT3jUUTtARVQ,240413,4,71,517446
45,0.812,0.736,4,-5.421,0,0.0833,0.152,0.00254,0.0914,0.396,91.993,3FkeNbs9Zeiqkr3WkbOiGp,spotify:track:3FkeNbs9Zeiqkr3WkbOiGp,193806,4,78,11869780
46,0.88,0.627,10,-7.341,1,0.0724,0.328,0.0,0.227,0.519,114.986,6hVOBUdubnXycTHmwBjkUO,spotify:track:6hVOBUdubnXycTHmwBjkUO,185166,4,48,513891
47,0.762,0.766,7,-3.955,1,0.0343,0.00776,6.98e-05,0.128,0.442,130.001,2B4GHvToeLTOBB4QLzW3Ni,spotify:track:2B4GHvToeLTOBB4QLzW3Ni,287120,4,78,13498236
48,0.853,0.619,5,-5.842,1,0.154,0.499,0.0124,0.102,0.755,94.988,2GS9AEoOjgbztBfIbCJ2mr,spotify:track:2GS9AEoOjgbztBfIbCJ2mr,160421,4,68,120002
49,0.734,0.532,7,-9.038,0,0.102,0.361,0.0,0.105,0.491,138.043,3TVUW7bJJWDOonkVCZxfLV,spotify:track:3TVUW7bJJWDOonkVCZxfLV,143526,4,64,38433
0,0.882,0.721,11,-2.851,0,0.0512,0.0958,0.0,0.0989,0.97,120.018,5PZAbR6JHYYV9xp5gv0XES,spotify:track:5PZAbR6JHYYV9xp5gv0XES,132045,4,84,3339564
1,0.953,0.57,6,-5.149,1,0.245,0.537,0.0,0.0993,0.834,129.947,5vC8UAOHeG95ehRzZChniB,spotify:track:5vC8UAOHeG95ehRzZChniB,131583,4,83,1841282
2,0.774,0.742,8,-4.178,1,0.0766,0.473,0.000472,0.342,0.736,134.991,7AwVSKaQxpidrtYBerkHKk,spotify:track:7AwVSKaQxpidrtYBerkHKk,194023,4,82,106792
3,0.714,0.404,3,-7.903,0,0.453,0.457,0.0,0.0701,0.782,130.088,0i4UV3HjjvsUuV3BajEXoD,spotify:track:0i4UV3HjjvsUuV3BajEXoD,140308,4,83,30583
4,0.764,0.796,6,-4.611,0,0.033,0.193,0.0,0.0853,0.924,140.072,2qmG7dokbGpDGD0T5wORWt,spotify:track:2qmG7dokbGpDGD0T5wORWt,166436,4,85,447300
5,0.672,0.957,7,-4.272,1,0.0485,0.197,0.000481,0.386,0.895,160.005,6gEOM9IEBzvTdbwNrSkBdC,spotify:track:6gEOM9IEBzvTdbwNrSkBdC,204938,4,74,16450320
6,0.885,0.834,3,-3.374,1,0.0394,0.403,3.22e-05,0.0865,0.84,124.018,4QWumyD2uwiePBBha9XBHI,spotify:track:4QWumyD2uwiePBBha9XBHI,183871,4,85,273408
7,0.646,0.918,9,-4.112,1,0.0346,0.382,1.87e-05,0.251,0.87,143.943,6Ulh9GPYz6JKdv04qc3q2U,spotify:track:6Ulh9GPYz6JKdv04qc3q2U,153958,4,84,3566178
8,0.632,0.817,7,-5.028,1,0.122,0.3,0.0,0.573,0.68,151.993,546dFmvwFGBY7MJOkV5ctq,spotify:track:546dFmvwFGBY7MJOkV5ctq,171712,4,83,16904763
9,0.534,0.85,0,-4.142,1,0.0861,0.255,0.0,0.632,0.341,143.958,0sjhY8nPIm6cPOQfyUPmJe,spotify:track:0sjhY8nPIm6cPOQfyUPmJe,154868,4,82,6227871
10,0.541,0.713,0,-4.313,1,0.0368,0.586,0.0,0.661,0.285,110.414,1K8AtBJXcdq5mywMnZuARP,spotify:track:1K8AtBJXcdq5mywMnZuARP,187381,4,84,16450320
11,0.82,0.28,5,-11.742,1,0.0485,0.353,1.69e-05,0.116,0.209,129.854,7qD2vjd3btuOgwpQPEY7ci,spotify:track:7qD2vjd3btuOgwpQPEY7ci,144000,4,84,4575716
12,0.802,0.727,9,-4.968,0,0.0307,0.413,0.0,0.0713,0.837,125.038,3ShKPhFkexrwl7WoyTtNND,spotify:track:3ShKPhFkexrwl7WoyTtNND,170880,4,84,476339
13,0.732,0.831,0,-3.791,0,0.0691,0.554,0.0,0.903,0.684,123.942,6Zw25LRLP0j0MsezDFIUM4,spotify:track:6Zw25LRLP0j0MsezDFIUM4,177935,4,73,685242
14,0.612,0.882,5,-2.66,0,0.0501,0.416,0.0,0.676,0.793,145.974,7bhvRvE56NHBvedx0EeALS,spotify:track:7bhvRvE56NHBvedx0EeALS,180411,4,79,549793
15,0.925,0.454,3,-3.533,0,0.273,0.252,4.19e-06,0.128,0.771,135.02,3sd2p4kE7xQmFH3lPnFl6h,spotify:track:3sd2p4kE7xQmFH3lPnFl6h,125245,4,83,24759
16,0.714,0.748,11,-4.605,1,0.0679,0.59,0.0,0.626,0.698,105.031,1ELsaYdj2NlxLvkx9g24xZ,spotify:track:1ELsaYdj2NlxLvkx9g24xZ,173367,4,77,358755
17,0.427,0.834,10,-4.169,1,0.0978,0.434,0.0,0.939,0.32,179.089,3XF598RmEUF3XW4XKo1lyP,spotify:track:3XF598RmEUF3XW4XKo1lyP,208007,3,80,685242
18,0.742,0.439,3,-5.141,0,0.28,0.637,0.0,0.0876,0.842,85.974,4a0sqvCBo7aRIS4GzBQpnp,spotify:track:4a0sqvCBo7aRIS4GzBQpnp,210461,3,83,92533
19,0.48,0.93,2,-4.441,1,0.143,0.0302,0.0,0.689,0.641,160.063,42nZBOwXNdO24Ml032bLBS,spotify:track:42nZBOwXNdO24Ml032bLBS,155284,4,81,10024866
20,0.441,0.915,3,-4.096,0,0.112,0.306,0.0,0.252,0.726,185.936,53RxHysDJ0cjugMcPymwja,spotify:track:53RxHysDJ0cjugMcPymwja,153226,4,82,6227871
21,0.876,0.359,11,-11.169,0,0.341,0.187,1.71e-06,0.666,0.876,124.016,6hFwju6M40CKovKBPu5IpY,spotify:track:6hFwju6M40CKovKBPu5IpY,173085,4,73,143429
22,0.778,0.571,9,-4.776,0,0.0788,0.0423,0.0,0.0964,0.554,134.999,5zNxUkUW9WiV5oyg6gh2wB,spotify:track:5zNxUkUW9WiV5oyg6gh2wB,110222,4,83,1728001
23,0.729,0.956,4,-5.766,0,0.0375,0.18,0.00105,0.349,0.969,140.01,5etfNcFAD9M8uibXpYMxfQ,spotify:track:5etfNcFAD9M8uibXpYMxfQ,156000,4,77,10965805
