,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,uri,duration_ms,time_signature,popularity,artist_followers
21,0.935,0.849,7,-3.047,1,0.0779,0.0192,0.0,0.0223,0.551,119.986,1nX1b7kRg5a6XKAq7uQOpr,spotify:track:1nX1b7kRg5a6XKAq7uQOpr,179453,4,40,4417794
23,0.905,0.962,4,-3.197,1,0.0856,0.0299,0.0,0.0272,0.906,129.969,7GNRUsU3M4XNDDB9xle5Dz,spotify:track:7GNRUsU3M4XNDDB9xle5Dz,174647,4,69,1420173
24,0.472,0.8,0,-3.681,1,0.265,0.289,0.0,0.149,0.548,72.203,2ouguQxJZn4jXisuNREqe5,spotify:track:2ouguQxJZn4jXisuNREqe5,178133,4,62,2222581
25,0.785,0.807,0,-3.877,1,0.178,0.198,0.0,0.326,0.228,96.981,2On611HXKQAbaYkuc4NQAm,spotify:track:2On611HXKQAbaYkuc4NQAm,156292,4,69,11155410
26,0.635,0.442,7,-5.919,1,0.0362,0.706,0.0,0.0929,0.609,110.862,2lsRp40mCRkhqULWdMbOzn,spotify:track:2lsRp40mCRkhqULWdMbOzn,239027,3,49,36643
27,0.676,0.742,8,-5.017,1,0.162,0.561,0.0,0.155,0.694,77.071,00I41xsW6SunZDJ5fB8KAd,spotify:track:00I41xsW6SunZDJ5fB8KAd,165340,4,69,11155410
28,0.881,0.826,4,-5.111,1,0.157,0.0897,0.366,0.101,0.796,99.98,1XIIvx9S19CZVc7eow7EX7,spotify:track:1XIIvx9S19CZVc7eow7EX7,122212,4,69,11155410
29,0.694,0.75,0,-4.16,1,0.0338,0.00421,0.000553,0.0683,0.184,96.654,1fNwwml8UcKvhfM6YEVIRh,spotify:track:1fNwwml8UcKvhfM6YEVIRh,136064,4,69,11155410
30,0.628,0.812,4,-2.669,1,0.0477,0.0689,0.0,0.34,0.683,147.872,3oiMjDZ1bShIpFfOQf55IW,spotify:track:3oiMjDZ1bShIpFfOQf55IW,173440,4,64,126718
31,0.717,0.822,6,-5.249,1,0.0879,0.0652,0.0,0.36,0.764,102.042,0Puudh380z6cOCgMaTNm7h,spotify:track:0Puudh380z6cOCgMaTNm7h,139308,4,68,11155410
33,0.75,0.708,8,-8.211,1,0.0724,0.0532,0.78,0.0974,0.116,87.996,0PJSXtjkdTjJzZAMyNus02,spotify:track:0PJSXtjkdTjJzZAMyNus02,70546,4,68,11155410
34,0.828,0.731,9,-3.033,1,0.111,0.0617,0.0,0.048,0.587,119.978,7n2FZQsaLb7ZRfRPfEeIvr,spotify:track:7n2FZQsaLb7ZRfRPfEeIvr,178453,4,80,827004
35,0.606,0.729,0,-4.555,1,0.0804,0.268,0.0,0.271,0.527,73.967,4Cr43xPo7bwyCcL1g3yVCu,spotify:track:4Cr43xPo7bwyCcL1g3yVCu,256373,4,48,36643
36,0.402,0.731,8,-3.529,1,0.0693,0.508,0.0,0.146,0.631,171.594,2X45nVBeYzmDlrXji9Av0Q,spotify:track:2X45nVBeYzmDlrXji9Av0Q,185000,4,70,158051
37,0.404,0.443,8,-6.799,1,0.0333,0.651,0.0,0.12,0.36,131.298,4rMEoXVYww6Xy7q9wSj4gy,spotify:track:4rMEoXVYww6Xy7q9wSj4gy,242760,4,54,36643
38,0.779,0.762,10,-5.188,0,0.0631,0.0224,0.0,0.121,0.859,110.043,4bZZVcgWWMWPBwzTTp642w,spotify:track:4bZZVcgWWMWPBwzTTp642w,180221,4,77,52362200
40,0.488,0.132,2,-12.332,1,0.0389,0.942,4.3e-05,0.108,0.209,136.189,0yfQBmmOIVqiwhV5u10EhN,spotify:track:0yfQBmmOIVqiwhV5u10EhN,215040,4,48,36643
41,0.607,0.355,5,-14.867,1,0.828,0.948,0.000281,0.706,0.964,125.308,0M7ai1yfYyb4OlyRgdmtTK,spotify:track:0M7ai1yfYyb4OlyRgdmtTK,58872,4,68,11155410
42,0.714,0.442,6,-5.909,1,0.0605,0.742,0.0,0.114,0.546,108.039,1jIMjbzcGCcCQn5iMu9CUc,spotify:track:1jIMjbzcGCcCQn5iMu9CUc,146855,4,80,16759937
43,0.84,0.656,6,-5.162,0,0.0401,0.0287,4.38e-06,0.0714,0.783,121.99,4JmbtS0Muijl37KP9lDscy,spotify:track:4JmbtS0Muijl37KP9lDscy,193173,4,72,2555309
44,0.765,0.777,5,-4.376,0,0.0399,0.0539,2.58e-06,0.338,0.64,111.944,6I2tqFhk8tq69iursYxuxd,spotify:track:6I2tqFhk8tq69iursYxuxd,197587,4,81,7109231
45,0.412,0.94,1,-2.171,1,0.215,0.0648,0.0,0.358,0.423,157.964,2oBMZYteeO8DyXV9gDx6Za,spotify:track:2oBMZYteeO8DyXV9gDx6Za,210253,4,78,7206575
46,0.314,0.363,7,-7.236,1,0.0289,0.765,0.0,0.189,0.243,139.695,365znJ27Fb3faGsctmQYWR,spotify:track:365znJ27Fb3faGsctmQYWR,238107,4,48,36643
47,0.69,0.626,6,-5.693,1,0.306,0.105,0.000335,0.0881,0.912,184.009,3AVXwaOGCEL8cmBecfcsFJ,spotify:track:3AVXwaOGCEL8cmBecfcsFJ,185681,4,81,16759937
48,0.682,0.855,11,-2.421,1,0.0553,0.0709,0.0,0.046,0.764,123.945,3pqgVtpnQbBAZoWT4AEm1B,spotify:track:3pqgVtpnQbBAZoWT4AEm1B,195653,4,67,753157
49,0.68,0.584,8,-4.457,1,0.034,0.443,0.0,0.0628,0.239,118.06,3TSLqZssCoCdDlMhCJ08XW,spotify:track:3TSLqZssCoCdDlMhCJ08XW,188369,4,71,4864247
0,0.643,0.573,1,-6.992,1,0.0466,0.0126,0.0,0.201,0.7,139.94,21LIoC4ZxT3F8xq9gidNbX,spotify:track:21LIoC4ZxT3F8xq9gidNbX,108069,4,62,14806
1,0.772,0.508,1,-8.694,1,0.143,0.0769,0.0,0.196,0.34,96.107,3NjAwkM75GH3cvfV9zRtv8,spotify:track:3NjAwkM75GH3cvfV9zRtv8,110937,4,65,261575
2,0.832,0.817,2,-5.182,1,0.0422,0.145,0.00169,0.115,0.324,104.985,2vHzOWRKYPLu8umRPIFuOq,spotify:track:2vHzOWRKYPLu8umRPIFuOq,179546,4,75,250194
3,0.859,0.548,5,-7.831,0,0.0432,0.455,8.03e-05,0.0967,0.647,119.985,7kKTYTHULdERuHGCkVyLVD,spotify:track:7kKTYTHULdERuHGCkVyLVD,216000,4,60,250194
4,0.422,0.569,4,-8.43,0,0.0527,0.36,0.0,0.321,0.164,120.101,24s8SuDR01re1GxkELG7d0,spotify:track:24s8SuDR01re1GxkELG7d0,248000,4,37,1936
5,0.94,0.79,7,-5.661,1,0.27,0.24,0.00399,0.241,0.387,125.011,5mGns7qagKDzP4L2YC5ea2,spotify:track:5mGns7qagKDzP4L2YC5ea2,137280,4,59,2770
6,0.801,0.644,1,-7.37,1,0.118,0.0152,0.0644,0.123,0.261,100.025,2DHX9faMGUQQTwD1Ot4ch2,spotify:track:2DHX9faMGUQQTwD1Ot4ch2,136669,4,51,1165162
7,0.698,0.813,5,-5.947,0,0.124,0.199,0.0,0.316,0.528,109.964,2kWuVqpxPnj131Z53vxF98,spotify:track:2kWuVqpxPnj131Z53vxF98,168320,4,54,56580
8,0.861,0.383,10,-7.963,0,0.351,0.416,1.18e-06,0.115,0.699,140.063,5IHRFEEHSVd8Ks1joLjZDq,spotify:track:5IHRFEEHSVd8Ks1joLjZDq,157491,4,56,16715
9,0.771,0.41,9,-8.593,0,0.216,0.36,3.47e-06,0.128,0.312,143.954,17SiOJ50b7dQU1ZSFtAXVc,spotify:track:17SiOJ50b7dQU1ZSFtAXVc,148333,4,61,3023189
10,0.712,0.972,10,-0.514,1,0.112,0.00547,7.06e-05,0.128,0.568,119.966,6qyS9qBy0mEk3qYaH8mPss,spotify:track:6qyS9qBy0mEk3qYaH8mPss,145000,4,79,69520
11,0.828,0.824,9,-6.875,0,0.419,0.118,1.81e-05,0.26,0.527,122.958,489WGIBYPf4nallnJOHpK6,spotify:track:489WGIBYPf4nallnJOHpK6,175610,4,56,2770
12,0.714,0.63,6,-11.098,1,0.129,0.0355,0.0294,0.0922,0.378,114.945,48fzAdCxamFYCHNXXLk6zn,spotify:track:48fzAdCxamFYCHNXXLk6zn,120187,4,67,466536
13,0.633,0.433,1,-8.833,1,0.229,0.0053,0.28,0.145,0.373,122.088,2WzAAerBvZvvFXgUpSwHZ9,spotify:track:2WzAAerBvZvvFXgUpSwHZ9,121972,4,81,30139
14,0.836,0.721,7,-6.449,0,0.124,0.0796,0.000685,0.121,0.474,119.946,6keRNvHKCOhmySQa1jCX8P,spotify:track:6keRNvHKCOhmySQa1jCX8P,180500,4,59,250194
15,0.9,0.682,8,-7.304,1,0.162,0.00287,8.9e-06,0.0728,0.597,141.93,4m0ELYovhweZYdw4cCqVv0,spotify:track:4m0ELYovhweZYdw4cCqVv0,123385,4,53,1165162
17,0.716,0.748,8,-6.06,1,0.0356,0.235,0.849,0.114,0.338,119.918,01kfSdF9zfcDLri5sSWEoL,spotify:track:01kfSdF9zfcDLri5sSWEoL,169245,4,84,85664
18,0.891,0.651,7,-7.25,0,0.0848,0.00915,3.05e-06,0.0956,0.556,99.52,1OhtcX8IP2mQ2s5yEZ3jSN,spotify:track:1OhtcX8IP2mQ2s5yEZ3jSN,152579,4,63,333
19,0.548,0.996,7,-2.169,1,0.112,0.0284,0.92,0.595,0.893,94.999,0iUrxveyNUBfj0cqjYEijt,spotify:track:0iUrxveyNUBfj0cqjYEijt,265263,4,77,9064
20,0.706,0.91,1,-3.527,1,0.146,0.175,2e-06,0.11,0.667,126.007,5Sk39LuvdwuvL84jD01Dum,spotify:track:5Sk39LuvdwuvL84jD01Dum,107045,4,81,17425
21,0.893,0.628,4,-6.42,0,0.0492,0.144,1.95e-05,0.14,0.635,107.99,1xHs6PLjlvqihewyitoP3A,spotify:track:1xHs6PLjlvqihewyitoP3A,183219,4,57,40557
22,0.716,0.8,9,-9.417,1,0.0618,0.0988,0.0,0.116,0.436,138.01,4jvw60Iw8LpSRJwy1sOmoB,spotify:track:4jvw60Iw8LpSRJwy1sOmoB,111750,4,63,52270
23,0.979,0.553,7,-5.955,1,0.0567,0.0134,0.0,0.113,0.648,116.071,0IjCnXqJTlPElz8HmIiO9p,spotify:track:0IjCnXqJTlPElz8HmIiO9p,144151,4,64,571419
24,0.863,0.79,8,-5.592,1,0.252,0.0733,0.00375,0.128,0.71,119.985,1K2ORdYBMvi5h4FvQn5hpX,spotify:track:1K2ORdYBMvi5h4FvQn5hpX,156000,4,59,10129
25,0.579,0.601,8,-10.492,1,0.0322,0.0673,0.414,0.0778,0.0392,140.019,0zCgWGmDF0aih5qexATyBn,spotify:track:0zCgWGmDF0aih5qexATyBn,257147,4,77,345731
26,0.442,0.538,4,-8.55,0,0.0451,0.717,2.95e-05,0.09,0.139,122.758,7jtQIBanIiJOMS6RyCx6jZ,spotify:track:7jtQIBanIiJOMS6RyCx6jZ,244360,4,55,2267437
27,0.958,0.495,5,-6.476,0,0.0673,0.0299,0.0,0.11,0.545,111.994,3EkGH0yreaWUFAXBil8rmH,spotify:track:3EkGH0yreaWUFAXBil8rmH,156429,4,58,250194
28,0.795,0.624,7,-7.245,1,0.292,0.0131,0.0,0.102,0.693,95.018,47iHvzU9Po0e6raFlgLBOF,spotify:track:47iHvzU9Po0e6raFlgLBOF,121159,4,64,466536
29,0.815,0.452,7,-12.35,1,0.0364,0.114,1.73e-05,0.119,0.909,130.007,4tEr9oykqAlnLnaltbjoDe,spotify:track:4tEr9oykqAlnLnaltbjoDe,129510,4,57,6105
30,0.771,0.719,0,-7.33,1,0.169,0.279,4.86e-06,0.125,0.367,77.493,0fLampmh4qsOLGitXM171a,spotify:track:0fLampmh4qsOLGitXM171a,89806,4,59,167588
31,0.841,0.452,1,-8.04,0,0.159,0.873,5.7e-05,0.0979,0.392,119.982,4ikCWgaaGLKgb724CUNnqZ,spotify:track:4ikCWgaaGLKgb724CUNnqZ,110135,4,61,6322
32,0.666,0.621,11,-5.275,0,0.0782,0.000889,0.0,0.0998,0.824,109.943,0xY3mc3o0NJ3CetKAV8ma3,spotify:track:0xY3mc3o0NJ3CetKAV8ma3,133147,4,58,1431213
33,0.678,0.616,1,-5.356,0,0.0926,0.38,0.0,0.353,0.228,122.99,7IRfUFRIarTp8a8Yxa83Nl,spotify:track:7IRfUFRIarTp8a8Yxa83Nl,158171,4,57,7490
34,0.745,0.588,3,-3.742,0,0.0436,0.0785,0.0106,0.115,0.695,140.026,7mXxcF1nFQvcvANuYwdrv2,spotify:track:7mXxcF1nFQvcvANuYwdrv2,200571,5,55,250194
35,0.744,0.781,10,-3.494,0,0.0496,0.00456,0.0,0.0936,0.884,106.006,3JtqmQTqsJBt6bd6iVtlaI,spotify:track:3JtqmQTqsJBt6bd6iVtlaI,214528,4,54,19886
36,0.506,0.695,4,-5.185,0,0.105,0.235,0.0,0.151,0.599,93.75,5HfA6KNvluQJSbrgrv3gh3,spotify:track:5HfA6KNvluQJSbrgrv3gh3,153213,4,49,99952645
37,0.784,0.572,0,-9.853,1,0.0573,0.0748,0.843,0.139,0.209,96.181,3CLSHJv5aUROAN2vfOyCOh,spotify:track:3CLSHJv5aUROAN2vfOyCOh,132346,4,83,224347
41,0.717,0.431,10,-10.146,0,0.264,0.691,0.00044,0.102,0.277,146.07,6RmlamfS2Supq8wARlY0QQ,spotify:track:6RmlamfS2Supq8wARlY0QQ,180822,4,61,473928
42,0.636,0.794,8,-7.867,1,0.0642,0.169,0.0,0.161,0.953,172.088,7D8k995g6jdie4NF1E7Tpu,spotify:track:7D8k995g6jdie4NF1E7Tpu,152745,4,63,24974
43,0.551,0.827,5,-6.908,1,0.0643,0.00688,0.000292,0.0707,0.18,99.97,0VGLb6IeeG5ZqonN5EavDu,spotify:track:0VGLb6IeeG5ZqonN5EavDu,124800,4,60,35253
44,0.772,0.599,1,-4.972,1,0.171,0.183,0.0,0.0688,0.753,136.061,5TK74MJYRmwU5NIAjGRvRq,spotify:track:5TK74MJYRmwU5NIAjGRvRq,144706,4,55,200055
45,0.584,0.881,1,-2.366,1,0.129,0.000111,0.0,0.378,0.607,100.041,6QRn5fvEBJ1SIcW0ee3fBI,spotify:track:6QRn5fvEBJ1SIcW0ee3fBI,150781,4,44,43309
46,0.717,0.473,0,-8.799,1,0.0928,0.239,1.1e-05,0.135,0.798,80.053,3yRDM5tBS7H8HG64y3x9kw,spotify:track:3yRDM5tBS7H8HG64y3x9kw,182546,4,51,1155
47,0.808,0.531,2,-8.665,1,0.0661,0.0167,0.0,0.347,0.178,115.017,2cRE1GZn09vQPtdxxiZF3X,spotify:track:2cRE1GZn09vQPtdxxiZF3X,183726,4,50,1960
48,0.94,0.806,8,-5.285,1,0.092,0.0436,0.00622,0.123,0.678,123.985,66P9j5bWiRBotkxJN9ZsyV,spotify:track:66P9j5bWiRBotkxJN9ZsyV,166694,4,52,250194
49,0.949,0.452,9,-9.253,1,0.0973,0.0196,0.00351,0.0655,0.184,100.044,0r9fpWPI6z3V3YZXIiVaNC,spotify:track:0r9fpWPI6z3V3YZXIiVaNC,159100,4,62,1906623
0,0.676,0.758,1,-6.92,0,0.124,0.133,0.0,0.0565,0.28,95.06,38QSynLcDBfbETORhSsssH,spotify:track:38QSynLcDBfbETORhSsssH,142854,4,73,3426
1,0.66,0.529,7,-10.502,1,0.0762,0.0828,0.00144,0.099,0.318,96.009,7toL7Re9rApzIuIFDaLQSe,spotify:track:7toL7Re9rApzIuIFDaLQSe,196250,4,80,36695
2,0.81,0.74,10,-6.17,0,0.108,0.1,0.0,0.0774,0.754,94.025,3iz0BamLeB8AngNYpjbC6E,spotify:track:3iz0BamLeB8AngNYpjbC6E,136554,4,78,849918
3,0.763,0.733,5,-6.534,0,0.113,0.138,0.0,0.0827,0.587,94.977,65tIJClJx8fHo6YW4wVDhi,spotify:track:65tIJClJx8fHo6YW4wVDhi,171894,4,80,105970
4,0.828,0.45,10,-9.568,1,0.166,0.109,4.07e-05,0.0906,0.347,100.034,5UueGx6aALmUslrPdWOB9K,spotify:track:5UueGx6aALmUslrPdWOB9K,186790,4,79,602910
5,0.622,0.809,3,-5.782,0,0.105,0.246,0.0,0.319,0.606,100.114,2FRX5tqHnjJKIAAmgRbsvJ,spotify:track:2FRX5tqHnjJKIAAmgRbsvJ,120600,4,73,881965
6,0.862,0.506,10,-8.651,0,0.267,0.0542,2.96e-05,0.117,0.512,136.052,5h1Zdr8ghV5RaWjtdfVo8w,spotify:track:5h1Zdr8ghV5RaWjtdfVo8w,198582,4,80,1962419
7,0.886,0.795,11,-6.14,0,0.125,0.25,4.89e-06,0.0585,0.581,90.037,33eHMRTXayncWkfj72BI3U,spotify:track:33eHMRTXayncWkfj72BI3U,182240,4,80,849918
8,0.786,0.748,4,-7.568,0,0.162,0.267,3.76e-06,0.0729,0.562,133.967,0SCtkG26IEKCKxJ7UmWZWa,spotify:track:0SCtkG26IEKCKxJ7UmWZWa,136120,4,70,881965
9,0.221,0.45,7,-9.131,1,0.0304,0.276,1.12e-06,0.0846,0.298,46.744,0szRcHR9IsUO2Xj8uAKPM6,spotify:track:0szRcHR9IsUO2Xj8uAKPM6,228625,4,74,1775152
10,0.742,0.832,10,-6.812,1,0.156,0.425,0.242,0.108,0.441,105.978,72jYQj3RgTR1DFLfibD71B,spotify:track:72jYQj3RgTR1DFLfibD71B,191710,4,79,1518751
11,0.6,0.541,1,-10.537,0,0.444,0.518,0.00301,0.19,0.321,128.961,62nygHWpn3wLwnZmJ8keVs,spotify:track:62nygHWpn3wLwnZmJ8keVs,121237,5,79,971383
12,0.581,0.495,4,-13.087,0,0.0658,0.185,2.96e-06,0.0479,0.184,85.043,11AkXmBdjwu4upt22GjJrG,spotify:track:11AkXmBdjwu4upt22GjJrG,169419,4,77,79415
13,0.471,0.671,2,-9.569,0,0.16,0.0801,0.00965,0.136,0.637,176.104,4O9hcXs1ohtbw4xnMU8wfo,spotify:track:4O9hcXs1ohtbw4xnMU8wfo,195000,4,77,7107
14,0.854,0.796,9,-5.871,0,0.216,0.464,1.21e-06,0.0684,0.382,109.995,6gxLEbRJlorva6uVRW4gof,spotify:track:6gxLEbRJlorva6uVRW4gof,164000,4,77,1518751
15,0.754,0.604,11,-7.691,0,0.0346,0.0217,0.0,0.0825,0.548,100.016,5EcpTIo0rUWuTShfOUJEqb,spotify:track:5EcpTIo0rUWuTShfOUJEqb,199200,4,75,33352
16,0.616,0.514,8,-8.94,0,0.149,0.0626,1.16e-05,0.135,0.319,154.035,0UguFn9xs4WQshHabcxUxH,spotify:track:0UguFn9xs4WQshHabcxUxH,192468,4,77,38795
17,0.723,0.726,3,-4.838,0,0.214,0.763,0.0,0.148,0.701,174.083,3lSuzS3jEkys1ZXw4tAcRR,spotify:track:3lSuzS3jEkys1ZXw4tAcRR,199453,4,76,849918
18,0.406,0.852,0,-6.519,1,0.193,0.173,0.0,0.389,0.727,132.06,36S6sHnPZ0VBjD4uLbNXM7,spotify:track:36S6sHnPZ0VBjD4uLbNXM7,161857,4,56,278088
19,0.76,0.555,11,-12.659,0,0.0599,0.185,0.000255,0.0916,0.269,120.003,4qcngMZ8yF98sAnFKlvXPN,spotify:track:4qcngMZ8yF98sAnFKlvXPN,93016,4,76,726403
20,0.666,0.815,8,-10.363,1,0.15,0.227,0.138,0.111,0.502,138.004,0YypAwSTM49KfC5bgHKgZ6,spotify:track:0YypAwSTM49KfC5bgHKgZ6,119189,4,73,586906
21,0.633,0.647,2,-6.129,0,0.03,0.00373,0.000206,0.122,0.115,100.033,7lkqbdBKrsyNNq3xi0LeaY,spotify:track:7lkqbdBKrsyNNq3xi0LeaY,177566,4,74,105970
22,0.486,0.421,2,-4.671,0,0.0287,0.329,0.0,0.121,0.184,159.723,7z5rmdisSV8GmWCnrOd1HU,spotify:track:7z5rmdisSV8GmWCnrOd1HU,315601,3,75,452369
23,0.757,0.89,6,-5.356,1,0.0461,0.0111,0.000105,0.169,0.682,122.054,0zryFWOTwY1BDcED6t27Sl,spotify:track:0zryFWOTwY1BDcED6t27Sl,116573,4,73,881965
24,0.829,0.597,6,-6.767,1,0.0518,0.135,0.00388,0.167,0.357,110.92,26uWcQnnhCXzkjM7OqVFlj,spotify:track:26uWcQnnhCXzkjM7OqVFlj,163176,4,74,1065695
25,0.761,0.49,10,-13.306,0,0.335,0.719,0.00932,0.108,0.267,120.03,47zsnWIPoPSjJhZoKp5h21,spotify:track:47zsnWIPoPSjJhZoKp5h21,176709,4,75,1518751
26,0.319,0.58,7,-6.59,0,0.0894,8.18e-05,0.00254,0.483,0.211,171.718,0HbKbkAMK7Wnps5vpZW4j2,spotify:track:0HbKbkAMK7Wnps5vpZW4j2,183613,4,75,1754495
27,0.964,0.337,9,-9.294,1,0.131,0.457,2.29e-05,0.0636,0.96,130.009,2hDRKm3BqOsEHaWIBm4u01,spotify:track:2hDRKm3BqOsEHaWIBm4u01,194610,4,60,998493
28,0.552,0.608,5,-11.211,0,0.0274,0.148,2.05e-05,0.332,0.835,88.002,10n66m41IGjA2ZulKPK7Ew,spotify:track:10n66m41IGjA2ZulKPK7Ew,188500,4,74,550276
29,0.471,0.227,0,-11.568,1,0.0539,0.873,0.0,0.159,0.3,116.871,5kpkEb0M49YM516trGUSWS,spotify:track:5kpkEb0M49YM516trGUSWS,190055,4,74,118059
30,0.491,0.762,9,-5.049,0,0.195,0.27,0.0,0.103,0.703,94.075,3prFQhGuWBWLGHsQstEdkb,spotify:track:3prFQhGuWBWLGHsQstEdkb,148187,4,75,849918
31,0.538,0.583,4,-9.371,0,0.0323,0.424,7.08e-05,0.119,0.39,104.912,6qrAFnjBZfEd4jbCaKpf5w,spotify:track:6qrAFnjBZfEd4jbCaKpf5w,273200,4,71,2156106
33,0.776,0.572,9,-10.356,0,0.173,0.79,0.000122,0.0948,0.306,115.069,3MlvEOpAgoyTx3wIx3Qdbl,spotify:track:3MlvEOpAgoyTx3wIx3Qdbl,204553,4,73,855098
34,0.551,0.632,9,-8.2,0,0.026,0.234,0.0333,0.0944,0.471,97.919,2RehF0hYbLDGxLTvjL0Xy6,spotify:track:2RehF0hYbLDGxLTvjL0Xy6,271108,4,74,841668
35,0.866,0.318,2,-8.179,1,0.477,0.0429,0.0,0.0334,0.579,85.026,3Z14anmq3j3aKSVd81sCQz,spotify:track:3Z14anmq3j3aKSVd81sCQz,126022,4,73,726403
36,0.602,0.443,5,-10.708,1,0.0372,0.383,0.0,0.148,0.278,156.015,5zALCdtPOOz1SX7uHwp6En,spotify:track:5zALCdtPOOz1SX7uHwp6En,173250,4,72,74388
37,0.828,0.665,10,-11.656,0,0.128,0.0927,0.000511,0.103,0.913,139.935,6zUeLNZHEzENd8ts4V9yj2,spotify:track:6zUeLNZHEzENd8ts4V9yj2,126960,4,72,726403
38,0.755,0.768,5,-6.306,0,0.0933,0.504,0.0,0.247,0.598,121.985,0RAhUWTiBlDeSSRMmL35Aq,spotify:track:0RAhUWTiBlDeSSRMmL35Aq,137625,4,73,245031
39,0.894,0.494,11,-8.27,0,0.113,0.159,0.041,0.116,0.675,142.971,4eDT9NP6B0OJnd5nKuBseL,spotify:track:4eDT9NP6B0OJnd5nKuBseL,218654,4,74,83755
40,0.7,0.493,4,-11.273,0,0.0456,0.443,0.0,0.28,0.462,110.989,1IquNFg2RRH1CLRAHNVgQ9,spotify:track:1IquNFg2RRH1CLRAHNVgQ9,213812,4,73,648559
41,0.757,0.481,6,-8.402,0,0.0492,0.509,3.77e-06,0.157,0.278,135.063,6TQj22qKkIAd9cuBiFlvKf,spotify:track:6TQj22qKkIAd9cuBiFlvKf,161107,4,73,288824
42,0.749,0.718,3,-6.096,0,0.0603,0.691,0.0,0.117,0.425,89.986,6wbDn8NI3ygkOeDJiS0ASi,spotify:track:6wbDn8NI3ygkOeDJiS0ASi,186707,4,73,849918
43,0.776,0.752,5,-4.79,1,0.0795,0.275,0.0,0.156,0.647,100.087,3Obq1XTegJy7ISrAA9VjQk,spotify:track:3Obq1XTegJy7ISrAA9VjQk,138856,4,72,849918
44,0.561,0.592,7,-10.41,0,0.0437,0.18,0.00264,0.0642,0.965,169.975,1vLkBVAy8ZWrqcQjYTPP3a,spotify:track:1vLkBVAy8ZWrqcQjYTPP3a,282353,4,73,289279
45,0.321,0.783,11,-7.988,0,0.268,0.294,0.0,0.0921,0.499,195.997,5mCfj3EpRzSSjm5Y5IMzzz,spotify:track:5mCfj3EpRzSSjm5Y5IMzzz,207220,4,73,91673
46,0.686,0.493,8,-9.845,1,0.142,0.0296,2.3e-05,0.111,0.236,90.069,7jnN5sT8rk6PIvBZRWYdJj,spotify:track:7jnN5sT8rk6PIvBZRWYdJj,185333,4,72,38795
47,0.718,0.836,11,-4.654,1,0.317,0.537,0.0,0.0817,0.391,133.16,2MvIexkUblP1QdpBzKot3N,spotify:track:2MvIexkUblP1QdpBzKot3N,119206,4,72,1518751
48,0.624,0.711,7,-5.529,1,0.119,0.0255,0.0,0.316,0.602,174.035,23KCKQJ6FqCEW6bCi5J6bT,spotify:track:23KCKQJ6FqCEW6bCi5J6bT,156207,4,72,780075
49,0.685,0.416,9,-8.609,0,0.0317,0.352,8.73e-05,0.106,0.696,119.992,4Sng3wnol2Gb2yXgFdr9lj,spotify:track:4Sng3wnol2Gb2yXgFdr9lj,207915,4,71,1630331
22,0.586,0.599,7,-6.767,0,0.202,0.693,5.21e-05,0.146,0.8,98.839,1wCF9rSgapk3yiFv9NoF4h,spotify:track:1wCF9rSgapk3yiFv9NoF4h,174986,4,59,16877
33,0.707,0.907,8,-5.232,0,0.186,0.00599,0.000111,0.115,0.91,99.925,61FijN1FYn7PxXTH6yAZFC,spotify:track:61FijN1FYn7PxXTH6yAZFC,160676,4,65,253912
39,0.774,0.792,10,-4.021,1,0.0523,0.051,0.0,0.155,0.507,122.062,3eJH2nAjvNXdmPfBkALiPZ,spotify:track:3eJH2nAjvNXdmPfBkALiPZ,139672,4,83,11351540
41,0.697,0.875,5,-4.621,1,0.034,0.137,0.0,0.28,0.774,140.069,5r43qanLhUCdBj8HN3fa6B,spotify:track:5r43qanLhUCdBj8HN3fa6B,163855,4,83,13964254
44,0.678,0.735,7,-5.996,1,0.0617,0.234,0.0,0.423,0.71,150.091,2hBkoDhuGk2AtSCprEFDFP,spotify:track:2hBkoDhuGk2AtSCprEFDFP,144621,4,76,36879
45,0.885,0.801,1,-3.607,1,0.194,0.138,0.000312,0.167,0.446,103.044,10JJJSp5m16sa0PdpQhs9k,spotify:track:10JJJSp5m16sa0PdpQhs9k,157802,4,71,319712
7,0.701,0.568,8,-3.389,0,0.067,0.252,0.0,0.153,0.577,164.062,6ipzb1kHhWIxp1tS0vwqPl,spotify:track:6ipzb1kHhWIxp1tS0vwqPl,167973,4,83,1641517
9,0.811,0.5,5,-6.717,0,0.0976,0.104,0.0,0.372,0.789,178.017,1JpzJfxjHGFUyTHXLZidok,spotify:track:1JpzJfxjHGFUyTHXLZidok,189333,4,81,869955
12,0.773,0.767,7,-4.019,1,0.0819,0.0352,0.0,0.299,0.49,94.99,6lV9cTvioGWqRXSgfjAUGL,spotify:track:6lV9cTvioGWqRXSgfjAUGL,252162,4,69,31562570
15,0.663,0.786,11,-3.51,0,0.195,0.229,0.0,0.219,0.579,196.12,1797zYiX4cKosMH836X9Gt,spotify:track:1797zYiX4cKosMH836X9Gt,198367,4,91,51639438
16,0.909,0.824,1,-4.627,1,0.0797,0.0777,0.00387,0.0638,0.585,109.97,6wtZPYBIXUvCpXwVjMCJBf,spotify:track:6wtZPYBIXUvCpXwVjMCJBf,322347,4,88,245577
